PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
182. John-Michael Liles,Ottawa Senators,M-NTC,UFA,36,D,,57,2,20,22,-9,19:08,-,-,-,-,-,,"$4,250,000","$3,875,000"
183. Travis Hamonic,New York Islanders,,UFA,26,D,,71,5,28,33,15,21:47,-,-,-,-,-,,"$2,500,000","$3,857,143"
184. Chris Kunitz,Tampa Bay Lightning,M-NTC,UFA,37,LW,,74,17,23,40,2,17:53,-,-,-,-,-,,"$4,000,000","$3,850,000"
185. Justin Williams,Tampa Bay Lightning,,UFA,35,RW,,81,18,23,41,8,15:49,-,-,-,-,-,,"$3,750,000","$3,825,000"
186. David Perron,Calgary Flames,,UFA,29,"LW, RW",,81,17,24,41,-25,16:59,-,-,-,-,-,,"$4,250,000","$3,812,500"
187. Antti Niemi,Vancouver Canucks,,UFA,33,G,,61,-,-,-,-,-,31,23,5,2.59,.914,,"$4,000,000","$3,800,000"
188. Antoine Vermette,Detroit Red Wings,,UFA,35,"C, LW",,82,13,25,38,-25,18:58,-,-,-,-,-,,"$3,750,000","$3,750,000"
189. Erik Johnson,New York Islanders,,UFA,29,D,,47,12,11,23,2,24:25,-,-,-,-,-,,"$3,750,000","$3,750,000"
190. Patrik Berglund,Chicago Blackhawks,,UFA,29,"C, LW",,77,12,15,27,-2,14:34,-,-,-,-,-,,"$3,700,000","$3,700,000"
191. Justin Schultz,Vegas Golden Knights,,UFA,27,D,,81,6,25,31,-17,22:36,-,-,-,-,-,,"$3,675,000","$3,675,000"
192. Troy Brouwer,Ottawa Senators,M-NTC,UFA,31,RW,,82,21,22,43,11,17:31,-,-,-,-,-,,"$3,650,000","$3,666,667"
193. Mark Fayne,Ottawa Senators,,UFA,30,D,,74,2,6,8,-21,17:56,-,-,-,-,-,,"$4,000,000","$3,625,000"
194. Matt Read,St. Louis Blues,,UFA,31,"RW, LW",,80,8,22,30,-4,17:33,-,-,-,-,-,,"$3,000,000","$3,625,000"
195. Luke Schenn,Calgary Flames,,UFA,27,D,,58,3,11,14,-2,18:04,-,-,-,-,-,,"$3,350,000","$3,600,000"
196. Brad Stuart,Dallas Stars,M-NTC,UFA,37,D,,65,3,10,13,-4,20:21,-,-,-,-,-,,"$3,600,000","$3,600,000"
197. Francois Beauchemin,Columbus Blue Jackets,M-NTC,UFA,37,D,,64,11,12,23,17,22:44,-,-,-,-,-,,"$3,500,000","$3,500,000"
198. Bryan Allen,Montreal Canadiens,,UFA,36,D,,11,0,2,2,-2,18:12,-,-,-,-,-,,"$3,500,000","$3,500,000"
199. Kyle Turris,Arizona Coyotes,,UFA,27,C,,82,24,40,64,5,19:12,-,-,-,-,-,,"$3,500,000","$3,500,000"
200. Jaromir Jagr,Anaheim Ducks,,UFA,45,RW,,77,17,30,47,-3,17:15,-,-,-,-,-,,"$3,500,000","$3,500,000"
201. Mats Zuccarello,Dallas Stars,,UFA,29,"RW, LW",,78,15,34,49,17,17:15,-,-,-,-,-,,"$3,500,000","$3,500,000"
202. Scottie Upshall,Winnipeg Jets,"M-NTC, NMC",UFA,33,LW,,63,8,7,15,-8,12:40,-,-,-,-,-,,"$3,500,000","$3,500,000"
203. Matt Cullen,San Jose Sharks,,UFA,40,"C, LW",,62,7,18,25,8,13:00,-,-,-,-,-,,"$4,000,000","$3,500,000"
204. Lars Eller,New York Rangers,,UFA,28,"C, LW, RW",,77,15,12,27,-6,15:29,-,-,-,-,-,,"$2,500,000","$3,500,000"
205. David Desharnais,New Jersey Devils,,UFA,30,C,,82,14,34,48,22,17:14,-,-,-,-,-,,"$3,500,000","$3,500,000"
206. Michael Ryder,Toronto Maple Leafs,,UFA,37,RW,,47,6,13,19,-1,14:28,-,-,-,-,-,,"$3,500,000","$3,500,000"
207. Jason Demers,Arizona Coyotes,,UFA,29,D,,81,5,20,25,-3,19:25,-,-,-,-,-,,"$3,150,000","$3,400,000"
208. Rob Scuderi,Vegas Golden Knights,M-NTC,UFA,38,D,,82,1,9,10,9,19:08,-,-,-,-,-,,"$4,000,000","$3,375,000"
209. Johnny Oduya,Toronto Maple Leafs,M-NTC,UFA,35,D,,76,2,8,10,5,20:17,-,-,-,-,-,,"$2,825,000","$3,375,000"
210. Johnny Boychuk,Colorado Avalanche,M-NTC,UFA,33,D,,72,9,26,35,15,21:40,-,-,-,-,-,,"$3,600,000","$3,366,667"
211. Rene Bourque,Toronto Maple Leafs,M-NTC,UFA,35,LW,,51,6,8,14,-15,12:07,-,-,-,-,-,,"$2,500,000","$3,333,333"
212. Ondrej Palat,St. Louis Blues,,UFA,26,LW,,75,16,47,63,31,17:25,-,-,-,-,-,,"$2,800,000","$3,333,333"
213. Tyler Johnson,Montreal Canadiens,,UFA,26,C,,77,29,43,72,33,17:14,-,-,-,-,-,,"$2,800,000","$3,333,333"
214. Michael Frolik,Buffalo Sabres,,UFA,29,"RW, C",,82,19,23,42,4,17:30,-,-,-,-,-,,"$3,300,000","$3,300,000"
215. Brandon Sutter,Edmonton Oilers,,UFA,28,C,,80,21,12,33,6,17:19,-,-,-,-,-,,"$3,300,000","$3,300,000"
216. Trevor Daley,Philadelphia Flyers,M-NTC,UFA,33,D,,68,16,22,38,-13,22:52,-,-,-,-,-,,"$3,500,000","$3,300,000"
217. Cody Franson,New York Islanders,,UFA,29,D,,78,7,29,36,-7,15:25,-,-,-,-,-,,"$3,300,000","$3,300,000"
218. Josh Bailey,Detroit Red Wings,,UFA,27,"LW, RW",,70,15,26,41,3,16:46,-,-,-,-,-,,"$3,100,000","$3,300,000"
219. Artem Anisimov,Detroit Red Wings,,UFA,29,"C, LW",,52,7,20,27,-6,16:22,-,-,-,-,-,,"$3,100,000","$3,283,333"
220. Clayton Stoner,St. Louis Blues,,UFA,32,D,,69,1,7,8,-2,17:38,-,-,-,-,-,,"$3,250,000","$3,250,000"
221. Clarke MacArthur,New York Islanders,NMC,UFA,32,LW,,62,16,20,36,-6,17:00,-,-,-,-,-,,"$3,250,000","$3,250,000"
222. Jan Hejda,Minnesota Wild,,UFA,39,D,,81,1,12,13,-12,20:39,-,-,-,-,-,,"$3,250,000","$3,250,000"
223. Craig Anderson,Minnesota Wild,,UFA,36,G,,35,-,-,-,-,-,14,13,3,2.49,.923,,"$3,500,000","$3,187,500"
224. Carl Gunnarsson,Toronto Maple Leafs,,UFA,30,D,,61,2,10,12,10,18:03,-,-,-,-,-,,"$3,150,000","$3,150,000"
225. Mason Raymond,Edmonton Oilers,M-NTC,UFA,31,LW,,57,12,11,23,-8,14:48,-,-,-,-,-,,"$3,150,000","$3,150,000"
226. Matt Stajan,Colorado Avalanche,M-NTC,UFA,33,C,,59,7,10,17,7,11:59,-,-,-,-,-,,"$3,625,000","$3,125,000"
227. Jared Cowen,San Jose Sharks,,UFA,26,D,,54,3,6,9,-11,18:09,-,-,-,-,-,,"$2,700,000","$3,100,000"
228. Martin Hanzal,Tampa Bay Lightning,M-NTC,UFA,30,C,,37,8,16,24,-1,17:44,-,-,-,-,-,,"$3,250,000","$3,100,000"
229. Dainius Zubrus,Vancouver Canucks,NTC,UFA,39,LW,,74,4,6,10,-9,14:39,-,-,-,-,-,,"$3,100,000","$3,100,000"
230. Nick Foligno,Philadelphia Flyers,,UFA,29,"LW, RW",,79,31,42,73,16,18:49,-,-,-,-,-,,"$3,750,000","$3,083,333"
231. Jeff Petry,San Jose Sharks,,UFA,29,D,,78,7,15,22,-28,20:57,-,-,-,-,-,,"$3,075,000","$3,075,000"
232. Derek Stepan,St. Louis Blues,,UFA,27,C,,68,16,39,55,26,18:10,-,-,-,-,-,,"$3,850,000","$3,075,000"
233. Andrew Cogliano,Nashville Predators,M-NTC,UFA,30,"LW, RW, C",,82,15,14,29,5,14:36,-,-,-,-,-,,"$2,700,000","$3,000,000"
234. Marc Methot,New York Rangers,,UFA,32,D,,45,1,10,11,22,22:40,-,-,-,-,-,,"$3,750,000","$3,000,000"
235. Marek Zidlicky,Chicago Blackhawks,NTC,UFA,40,D,,84,7,27,34,-9,18:01,-,-,-,-,-,,"$3,000,000","$3,000,000"
236. Mathieu Perreault,Philadelphia Flyers,,UFA,29,"C, LW",,62,18,23,41,7,16:15,-,-,-,-,-,,"$3,000,000","$3,000,000"
237. Boyd Gordon,St. Louis Blues,,UFA,33,C,,68,6,7,13,-5,13:19,-,-,-,-,-,,"$3,000,000","$3,000,000"
238. Joel Ward,Florida Panthers,,UFA,36,RW,,82,19,15,34,-4,16:51,-,-,-,-,-,,"$3,000,000","$3,000,000"
239. Chris Kelly,Dallas Stars,M-NTC,UFA,36,"C, LW",,80,7,21,28,6,15:08,-,-,-,-,-,,"$3,500,000","$3,000,000"
240. Michael Grabner,Pittsburgh Penguins,,UFA,29,RW,,34,8,5,13,4,12:56,-,-,-,-,-,,"$4,000,000","$3,000,000"
241. Andy Greene,Boston Bruins,,UFA,34,D,,82,3,19,22,1,23:32,-,-,-,-,-,,"$3,500,000","$3,000,000"
242. Leo Komarov,Buffalo Sabres,,UFA,30,"C, LW",,62,8,18,26,0,14:41,-,-,-,-,-,,"$2,950,000","$2,950,000"
243. Jiri Tlusty,Chicago Blackhawks,,UFA,29,C,,72,14,17,31,-18,17:12,-,-,-,-,-,,"$2,950,000","$2,950,000"
244. Jamie McGinn,Detroit Red Wings,,UFA,28,"LW, RW",,19,4,2,6,-9,14:46,-,-,-,-,-,,"$2,900,000","$2,950,000"
245. Deryk Engelland,Vegas Golden Knights,,UFA,35,D,,76,2,9,11,-16,14:23,-,-,-,-,-,,"$3,000,000","$2,916,667"
246. Nazem Kadri,Calgary Flames,,UFA,26,C,,73,18,21,39,-7,17:36,-,-,-,-,-,,"$3,100,000","$2,900,000"
247. Jonathan Bernier,Detroit Red Wings,,UFA,28,G,,58,-,-,-,-,-,21,28,2,2.87,.912,,"$3,400,000","$2,900,000"
248. Ron Hainsey,Vancouver Canucks,M-NTC,UFA,36,D,,81,2,8,10,-14,21:05,-,-,-,-,-,,"$3,000,000","$2,833,333"
249. Kyle Brodziak,New Jersey Devils,,UFA,33,C,,73,9,11,20,-6,13:02,-,-,-,-,-,,"$3,000,000","$2,833,333"
250. Karl Alzner,Dallas Stars,,UFA,28,D,,82,5,16,21,14,19:25,-,-,-,-,-,,"$2,800,000","$2,800,000"
251. Kyle Okposo,Montreal Canadiens,,UFA,29,RW,,60,18,33,51,-8,19:33,-,-,-,-,-,,"$3,500,000","$2,800,000"
252. Andrej Sekera,New Jersey Devils,,UFA,31,D,,73,3,20,23,-3,22:46,-,-,-,-,-,,"$1,750,000","$2,750,000"
253. Roman Polak,New York Islanders,,UFA,31,D,,56,5,4,9,-22,21:05,-,-,-,-,-,,"$3,100,000","$2,750,000"
254. Jori Lehtera,Vancouver Canucks,,UFA,29,C,,75,14,30,44,21,16:12,-,-,-,-,-,,"$3,250,000","$2,750,000"
255. Cal Clutterbuck,Nashville Predators,,UFA,29,RW,,76,7,9,16,1,12:43,-,-,-,-,-,,"$2,500,000","$2,750,000"
256. Frans Nielsen,Colorado Avalanche,,UFA,33,C,,78,14,29,43,8,16:34,-,-,-,-,-,,"$3,000,000","$2,750,000"
257. Tomas Tatar,Washington Capitals,,UFA,26,"LW, RW",,82,29,27,56,6,16:13,-,-,-,-,-,,"$2,750,000","$2,750,000"
258. Vladimir Sobotka,New York Islanders,,UFA,30,LW,,0,0,0,0,0,,-,-,-,-,-,,"$2,725,000","$2,725,000"
259. Nick Leddy,Nashville Predators,,UFA,26,D,,78,10,27,37,18,20:21,-,-,-,-,-,,"$3,400,000","$2,700,000"
260. Nino Niederreiter,Montreal Canadiens,,RFA,24,RW,,80,24,13,37,2,14:32,-,-,-,-,-,,"$1,900,000","$2,666,667"
261. Jared Spurgeon,Vegas Golden Knights,,UFA,27,D,,66,9,16,25,3,22:37,-,-,-,-,-,,"$2,900,000","$2,666,667"
262. Colin Greening,Ottawa Senators,M-NTC,UFA,31,LW,,26,1,0,1,-5,00:00,-,-,-,-,-,,"$2,000,000","$2,650,000"
263. Mark Stuart,Minnesota Wild,M-NTC,UFA,33,D,,70,2,12,14,5,19:12,-,-,-,-,-,,"$2,750,000","$2,625,000"
264. Brad Boyes,Washington Capitals,M-NTC,UFA,35,"RW, C",,78,14,24,38,11,15:39,-,-,-,-,-,,"$2,750,000","$2,625,000"
265. Kris Russell,Detroit Red Wings,,UFA,30,D,,79,4,30,34,18,23:56,-,-,-,-,-,,"$2,600,000","$2,600,000"
266. Tyson Barrie,Winnipeg Jets,,UFA,26,D,,80,12,41,53,5,21:21,-,-,-,-,-,,"$2,000,000","$2,600,000"
267. Mikkel Boedker,Edmonton Oilers,,UFA,27,"LW, RW",,45,14,14,28,-10,17:29,-,-,-,-,-,,"$2,800,000","$2,550,000"
268. Alex Killorn,Philadelphia Flyers,,UFA,27,"C, LW",,71,15,23,38,8,16:55,-,-,-,-,-,,"$2,400,000","$2,550,000"
269. Matt Greene,Anaheim Ducks,,UFA,34,D,,82,3,6,9,1,15:48,-,-,-,-,-,,"$2,500,000","$2,500,000"
270. Erik Gudbranson,Vancouver Canucks,,UFA,25,D,,76,4,9,13,-4,18:37,-,-,-,-,-,,"$2,250,000","$2,500,000"
271. Brian Elliott,Ottawa Senators,,UFA,32,G,,46,-,-,-,-,-,26,14,5,2.26,.917,,"$2,300,000","$2,500,000"
272. Chris Higgins,Minnesota Wild,M-NTC,UFA,34,LW,,77,12,24,36,8,15:47,-,-,-,-,-,,"$2,500,000","$2,500,000"
273. Jannik Hansen,Boston Bruins,M-NTC,UFA,31,RW,,81,16,17,33,-6,13:58,-,-,-,-,-,,"$1,500,000","$2,500,000"
274. Lauri Korpikoski,Los Angeles Kings,,UFA,30,"LW, RW",,69,6,15,21,-27,15:14,-,-,-,-,-,,"$2,300,000","$2,500,000"
275. Brayden Schenn,Toronto Maple Leafs,,UFA,25,"C, LW",,82,18,29,47,-5,17:04,-,-,-,-,-,,"$2,250,000","$2,500,000"
276. Ryan Ellis,Calgary Flames,,UFA,26,D,,58,9,18,27,8,18:58,-,-,-,-,-,,"$1,500,000","$2,500,000"
277. Matt Cooke,Toronto Maple Leafs,M-NTC,UFA,38,LW,,29,4,6,10,0,12:36,-,-,-,-,-,,"$3,000,000","$2,500,000"
278. Chris Kreider,Toronto Maple Leafs,,UFA,26,LW,,80,21,25,46,24,15:42,-,-,-,-,-,,"$2,350,000","$2,475,000"
279. Tommy Wingels,New Jersey Devils,,UFA,29,"RW, LW",,75,15,21,36,-7,16:28,-,-,-,-,-,,"$2,350,000","$2,475,000"
280. Michal Neuvirth,Anaheim Ducks,,UFA,29,G,,32,-,-,-,-,-,7,20,0,2.98,.914,,"$2,400,000","$2,400,000"
281. Jakub Kindl,Tampa Bay Lightning,,UFA,30,D,,35,5,8,13,2,15:54,-,-,-,-,-,,"$2,500,000","$2,400,000"
282. Tyler Kennedy,Vegas Golden Knights,,UFA,31,C,,38,6,8,14,-2,11:23,-,-,-,-,-,,"$2,350,000","$2,350,000"
283. Jaden Schwartz,Boston Bruins,,UFA,25,LW,,75,28,35,63,13,18:14,-,-,-,-,-,,"$2,000,000","$2,350,000"
284. James Reimer,Boston Bruins,,UFA,29,G,,35,-,-,-,-,-,9,16,0,3.16,.907,,"$2,600,000","$2,300,000"
285. Ben Bishop,Buffalo Sabres,"M-NTC, NMC",UFA,30,G,,62,-,-,-,-,-,40,13,4,2.32,.916,,"$2,400,000","$2,300,000"
286. Jordan Leopold,Columbus Blue Jackets,M-NTC,UFA,36,D,,43,1,3,4,-6,17:14,-,-,-,-,-,,"$2,250,000","$2,250,000"
287. Carl Hagelin,Florida Panthers,,UFA,28,LW,,82,17,18,35,18,15:13,-,-,-,-,-,,"$2,400,000","$2,250,000"
288. Anton Khudobin,Vancouver Canucks,,UFA,31,G,,34,-,-,-,-,-,8,17,1,2.72,.900,,"$2,000,000","$2,250,000"
289. Ryan Wilson,Carolina Hurricanes,,UFA,30,D,,3,0,0,0,-3,11:12,-,-,-,-,-,,"$2,375,000","$2,250,000"
290. Robin Lehner,Colorado Avalanche,,RFA,26,G,,25,-,-,-,-,-,9,12,0,3.02,.905,,"$1,500,000","$2,225,000"
291. Michal Rozsival,Anaheim Ducks,M-NTC,UFA,38,D,,65,1,12,13,0,17:00,-,-,-,-,-,,"$1,750,000","$2,200,000"
292. Danny DeKeyser,New York Rangers,,UFA,27,D,,80,2,29,31,11,20:55,-,-,-,-,-,,"$2,125,000","$2,187,500"
293. Luca Sbisa,Tampa Bay Lightning,,UFA,27,D,,76,3,8,11,-8,18:46,-,-,-,-,-,,"$2,900,000","$2,175,000"
294. TJ Brodie,Edmonton Oilers,,UFA,27,D,,81,11,30,41,15,25:12,-,-,-,-,-,,"$2,500,000","$2,125,000"
295. Darren Helm,San Jose Sharks,,UFA,30,C,,75,15,18,33,7,15:50,-,-,-,-,-,,"$2,500,000","$2,125,000"
296. Patrick Wiercioch,Edmonton Oilers,,UFA,26,D,,56,3,10,13,3,18:03,-,-,-,-,-,,"$2,200,000","$2,000,000"
297. Brian Boyle,San Jose Sharks,,UFA,32,"C, LW",,82,15,9,24,3,12:59,-,-,-,-,-,,"$2,000,000","$2,000,000"
298. Antoine Roussel,San Jose Sharks,,UFA,27,LW,,80,13,12,25,-20,14:31,-,-,-,-,-,,"$1,600,000","$2,000,000"
299. Andrew Shaw,Calgary Flames,,UFA,26,"C, LW, RW",,79,15,11,26,-8,14:56,-,-,-,-,-,,"$1,500,000","$2,000,000"
300. Marcus Johansson,Los Angeles Kings,,UFA,26,"C, LW, RW",,82,20,27,47,6,16:28,-,-,-,-,-,,"$2,175,000","$2,000,000"
301. Jason Chimera,St. Louis Blues,M-NTC,UFA,38,"LW, RW",,77,7,12,19,-1,12:56,-,-,-,-,-,,"$2,000,000","$2,000,000"
302. Christopher Tanev,St. Louis Blues,,UFA,27,D,,70,2,18,20,8,21:04,-,-,-,-,-,,"$2,000,000","$2,000,000"
303. Craig Smith,Vancouver Canucks,,UFA,27,"C, RW",,82,23,21,44,11,15:44,-,-,-,-,-,,"$2,000,000","$2,000,000"
304. Colin Wilson,Montreal Canadiens,,UFA,27,"C, LW",,77,20,22,42,19,16:12,-,-,-,-,-,,"$2,500,000","$2,000,000"
305. Dmitry Orlov,Toronto Maple Leafs,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$1,750,000","$2,000,000"
306. Calvin De Haan,Columbus Blue Jackets,,RFA,26,D,,65,1,11,12,3,19:00,-,-,-,-,-,,"$1,000,000","$1,966,667"
307. John Erskine,Arizona Coyotes,,UFA,37,D,,0,0,0,0,0,,-,-,-,-,-,,"$2,000,000","$1,962,500"
308. Nick Bonino,Calgary Flames,,UFA,29,C,,75,15,24,39,7,16:55,-,-,-,-,-,,"$1,700,000","$1,900,000"
309. Chris Neil,Calgary Flames,M-NTC,UFA,38,RW,,38,4,3,7,5,00:00,-,-,-,-,-,,"$2,100,000","$1,900,000"
310. Torrey Mitchell,Nashville Predators,,UFA,32,"C, RW",,65,6,8,14,-8,15:20,-,-,-,-,-,,"$2,500,000","$1,900,000"
311. Cody Eakin,Pittsburgh Penguins,,UFA,26,C,,78,19,21,40,-1,17:11,-,-,-,-,-,,"$1,500,000","$1,900,000"
312. Zack Smith,New Jersey Devils,,UFA,29,C,,37,2,1,3,-8,12:02,-,-,-,-,-,,"$1,700,000","$1,887,500"
313. Marcus Foligno,Los Angeles Kings,,RFA,25,LW,,57,8,12,20,-5,16:13,-,-,-,-,-,,"$1,500,000","$1,875,000"
314. Matt Hendricks,Philadelphia Flyers,,UFA,36,LW,,71,8,8,16,-14,13:09,-,-,-,-,-,,"$1,850,000","$1,850,000"
315. Braden Holtby,Los Angeles Kings,,UFA,27,G,,73,-,-,-,-,-,41,20,9,2.22,.923,,"$2,000,000","$1,850,000"
316. Adam Burish,New Jersey Devils,,UFA,34,RW,,20,1,2,3,-6,11:08,-,-,-,-,-,,"$1,850,000","$1,850,000"
317. John Mitchell,Montreal Canadiens,,UFA,32,C,,68,11,15,26,-9,15:51,-,-,-,-,-,,"$1,700,000","$1,800,000"
318. Justin Abdelkader,Nashville Predators,,UFA,30,"LW, RW",,71,23,21,44,3,17:54,-,-,-,-,-,,"$2,000,000","$1,800,000"
319. Shawn Matthias,Philadelphia Flyers,,UFA,29,"C, LW",,78,18,9,27,-3,13:06,-,-,-,-,-,,"$1,850,000","$1,750,000"
320. Zack Kassian,Buffalo Sabres,,UFA,26,RW,,42,10,6,16,-5,12:37,-,-,-,-,-,,"$1,500,000","$1,750,000"
321. Sean Couturier,Colorado Avalanche,,UFA,24,C,,82,15,22,37,4,18:23,-,-,-,-,-,,"$1,500,000","$1,750,000"
322. Jared Boll,New York Islanders,,UFA,31,RW,,72,1,4,5,-13,00:00,-,-,-,-,-,,"$1,700,000","$1,700,000"
323. Mike Weber,Los Angeles Kings,,UFA,29,D,,64,1,6,7,-22,18:44,-,-,-,-,-,,"$1,500,000","$1,666,667"
324. Derek Dorsett,Nashville Predators,,UFA,30,RW,,79,7,18,25,4,12:02,-,-,-,-,-,,"$2,000,000","$1,633,333"
325. Nate Thompson,Toronto Maple Leafs,,UFA,32,C,,80,5,13,18,0,13:19,-,-,-,-,-,,"$1,600,000","$1,600,000"
326. Alex Stalock,New York Islanders,,UFA,29,G,,22,-,-,-,-,-,8,9,2,2.62,.902,,"$1,500,000","$1,600,000"
327. Adam McQuaid,Philadelphia Flyers,,UFA,30,D,,63,1,6,7,-2,18:26,-,-,-,-,-,,"$1,800,000","$1,566,667"
328. Trevor Lewis,Columbus Blue Jackets,,UFA,30,"C, RW, LW",,73,9,16,25,8,14:06,-,-,-,-,-,,"$1,500,000","$1,525,000"
329. Ben Smith,Tampa Bay Lightning,,UFA,29,"RW, C",,80,7,7,14,2,13:35,-,-,-,-,-,,"$1,500,000","$1,500,000"
330. Jay Harrison,Detroit Red Wings,,UFA,34,D,,55,3,6,9,-1,16:30,-,-,-,-,-,,"$1,500,000","$1,500,000"
331. Mikael Backlund,Detroit Red Wings,,UFA,28,C,,52,10,17,27,4,17:44,-,-,-,-,-,,"$1,500,000","$1,500,000"
332. Dominic Moore,Anaheim Ducks,M-NTC,UFA,36,"C, LW",,82,10,17,27,5,13:48,-,-,-,-,-,,"$1,500,000","$1,500,000"
333. Eric Fehr,Tampa Bay Lightning,,UFA,31,"C, RW",,75,19,14,33,8,14:51,-,-,-,-,-,,"$1,600,000","$1,500,000"
334. Kyle Palmieri,Tampa Bay Lightning,,UFA,26,"RW, LW",,57,14,15,29,-2,14:05,-,-,-,-,-,,"$1,450,000","$1,466,667"
335. Tanner Glass,Edmonton Oilers,,UFA,33,LW,,66,1,5,6,-12,10:14,-,-,-,-,-,,"$1,900,000","$1,450,000"
336. Reto Berra,Colorado Avalanche,,UFA,30,G,,19,-,-,-,-,-,5,4,1,2.65,.918,,"$1,400,000","$1,450,000"
337. Peter Budaj,Winnipeg Jets,,UFA,34,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$1,400,000","$1,400,000"
338. Reilly Smith,Dallas Stars,,UFA,26,"RW, LW",,81,13,27,40,7,15:24,-,-,-,-,-,,"$1,400,000","$1,400,000"
339. Torey Krug,Vegas Golden Knights,,UFA,26,D,,78,12,27,39,13,19:35,-,-,-,-,-,,"$1,400,000","$1,400,000"
340. Matt Beleskey,Calgary Flames,,UFA,29,LW,,65,22,10,32,13,14:28,-,-,-,-,-,,"$1,400,000","$1,350,000"
341. Drew Miller,Calgary Flames,,UFA,33,"LW, RW",,82,5,8,13,-3,13:26,-,-,-,-,-,,"$1,350,000","$1,350,000"
342. Chad Johnson,Carolina Hurricanes,,UFA,31,G,,19,-,-,-,-,-,8,8,0,3.08,.889,,"$1,000,000","$1,300,000"
343. Daniel Winnik,Calgary Flames,,UFA,32,C,,79,9,25,34,23,16:06,-,-,-,-,-,,"$1,300,000","$1,300,000"
344. David Savard,Calgary Flames,,UFA,26,D,,82,11,25,36,0,22:56,-,-,-,-,-,,"$1,300,000","$1,300,000"
345. Derek MacKenzie,Toronto Maple Leafs,,UFA,36,"C, LW",,82,5,6,11,-17,12:27,-,-,-,-,-,,"$1,300,000","$1,300,000"
346. Michael Del Zotto,Anaheim Ducks,,UFA,27,D,,64,10,22,32,-5,21:55,-,-,-,-,-,,"$1,300,000","$1,300,000"
347. Marcus Kruger,Los Angeles Kings,,UFA,27,C,,81,7,10,17,-5,13:05,-,-,-,-,-,,"$1,325,000","$1,287,500"
348. Joe Colborne,Winnipeg Jets,,UFA,27,"C, LW, RW",,64,8,20,28,7,15:25,-,-,-,-,-,,"$1,275,000","$1,275,000"
349. Sami Vatanen,Columbus Blue Jackets,,UFA,26,D,,67,12,25,37,5,21:27,-,-,-,-,-,,"$1,250,000","$1,262,500"
350. Brendan Smith,Carolina Hurricanes,,UFA,28,D,,76,4,9,13,-2,17:53,-,-,-,-,-,,"$1,275,000","$1,262,500"
351. Erik Condra,Chicago Blackhawks,,UFA,30,RW,,68,9,14,23,13,14:27,-,-,-,-,-,,"$1,300,000","$1,250,000"
352. Eric Gryba,Florida Panthers,,UFA,29,D,,75,0,12,12,11,15:39,-,-,-,-,-,,"$1,200,000","$1,250,000"
353. Vernon Fiddler,Florida Panthers,,UFA,37,"C, LW",,80,13,16,29,-5,13:07,-,-,-,-,-,,"$1,000,000","$1,250,000"
354. Brandon Bollig,Colorado Avalanche,,UFA,30,LW,,62,1,4,5,-9,00:00,-,-,-,-,-,,"$1,150,000","$1,250,000"
355. Mark Letestu,St. Louis Blues,,UFA,32,"C, RW",,54,7,6,13,-9,13:20,-,-,-,-,-,,"$1,300,000","$1,250,000"
356. Nick Schultz,San Jose Sharks,,UFA,34,D,,80,2,13,15,2,19:02,-,-,-,-,-,,"$1,250,000","$1,250,000"
357. Justin Braun,Colorado Avalanche,,UFA,30,D,,70,1,22,23,8,21:01,-,-,-,-,-,,"$1,500,000","$1,250,000"
358. Brenden Dillon,Nashville Predators,,UFA,26,D,,80,2,8,10,-13,20:36,-,-,-,-,-,,"$1,250,000","$1,250,000"
359. Matt Bartkowski,Columbus Blue Jackets,,UFA,29,D,,47,0,4,4,-6,16:56,-,-,-,-,-,,"$1,250,000","$1,250,000"
360. Darcy Kuemper,Montreal Canadiens,,UFA,27,G,,31,-,-,-,-,-,14,12,3,2.60,.905,,"$1,000,000","$1,250,000"
361. Chris Thorburn,Montreal Canadiens,,UFA,34,"RW, LW",,81,7,7,14,-5,00:00,-,-,-,-,-,,"$1,200,000","$1,200,000"
362. Tim Gleason,Buffalo Sabres,,UFA,34,D,,72,1,8,9,-13,16:39,-,-,-,-,-,,"$1,200,000","$1,200,000"
363. Magnus Paajarvi,Carolina Hurricanes,,UFA,26,LW,,10,0,1,1,-2,00:00,-,-,-,-,-,,"$1,400,000","$1,200,000"
364. Mike Brown,Boston Bruins,,UFA,32,RW,,12,0,0,0,0,00:00,-,-,-,-,-,,"$1,150,000","$1,200,000"
365. Jacob Markstrom,Calgary Flames,,UFA,27,G,,3,-,-,-,-,-,1,1,0,3.08,.879,,"$1,400,000","$1,200,000"
366. David Schlemko,Buffalo Sabres,,UFA,30,D,,44,1,3,4,1,18:06,-,-,-,-,-,,"$1,275,000","$1,187,500"
367. Frederik Andersen,Nashville Predators,,UFA,27,G,,54,-,-,-,-,-,35,12,3,2.38,.914,,"$1,000,000","$1,150,000"
368. B.J. Crombeen,Minnesota Wild,,UFA,32,RW,,58,3,3,6,-6,00:00,-,-,-,-,-,,"$1,150,000","$1,150,000"
369. Cam Atkinson,Vancouver Canucks,,UFA,28,RW,,78,22,18,40,-2,16:59,-,-,-,-,-,,"$1,175,000","$1,150,000"
