PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
1005. Ryan White,,,UFA,29,C,,34,6,6,12,4,11:43,-,-,-,-,-,,"$575,000","$575,000"
1006. Taylor Fedun,,,UFA,29,D,,7,0,4,4,0,16:59,-,-,-,-,-,,"$575,000","$575,000"
1007. Riley Nash,,,UFA,28,"C, RW",,68,8,17,25,-10,16:18,-,-,-,-,-,,"$600,000","$575,000"
1008. Chris VandeVelde,,,UFA,30,"C, LW",,72,9,6,15,-6,11:43,-,-,-,-,-,,"$575,000","$575,000"
1009. Tyler Randell,,,UFA,26,RW,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1010. John Curry,,,UFA,33,G,,2,-,-,-,-,-,0,0,0,4.17,.800,,"$575,000","$575,000"
1011. Michael Latta,,,UFA,26,C,,53,0,6,6,4,00:00,-,-,-,-,-,,"$575,000","$575,000"
1012. Scott Darling,,,UFA,28,G,,14,-,-,-,-,-,9,4,1,1.94,.936,,"$570,000","$570,000"
1013. Joe Whitney,,,UFA,29,LW,,4,1,0,1,-1,00:00,-,-,-,-,-,,"$550,000","$567,500"
1014. Turner Elson,,,RFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$565,000"
1015. Anthony Peluso,,,UFA,28,RW,,49,1,1,2,-3,00:00,-,-,-,-,-,,"$575,000","$562,500"
1016. Cam Talbot,,,UFA,30,G,,36,-,-,-,-,-,21,9,5,2.21,.926,,"$575,000","$562,500"
1017. Kevin Marshall,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$562,500"
1018. Jean-Francois Berube,,,UFA,26,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$562,500"
1019. Brandon Mashinter,,,UFA,28,LW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$562,500"
1020. Greg Pateryn,,,UFA,27,D,,17,0,0,0,0,12:39,-,-,-,-,-,,"$550,000","$562,500"
1021. Dustin Tokarski,,,UFA,27,G,,17,-,-,-,-,-,6,6,0,2.75,.910,,"$550,000","$562,500"
1022. Dan Kelly,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$562,500"
1023. Mike Sislo,,,UFA,29,RW,,10,0,1,1,-2,12:12,-,-,-,-,-,,"$550,000","$562,500"
1024. Gabriel Dumont,,,UFA,26,C,,3,0,0,0,-1,00:00,-,-,-,-,-,,"$575,000","$562,500"
1025. Andrew Crescenzi,,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$561,111"
1026. Beau Schmitz,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$558,333"
1027. Michael Sgarbossa,,,RFA,25,C,,3,0,1,1,0,00:00,-,-,-,-,-,,"$550,000","$556,667"
1028. Dan Milan,,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$556,667"
1029. Mitch Callahan,,,UFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$555,000","$555,000"
1030. J.P. Anderson,,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$555,000"
1031. Curt Gogol,,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$551,667"
1032. Jason Clark,,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$560,000","$551,667"
1033. Colton Jobke,,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$551,667"
1034. Mat Clark,,,UFA,26,D,,7,0,1,1,2,12:46,-,-,-,-,-,,"$550,000","$550,000"
1035. Mark Louis,,,UFA,30,RW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1036. Zach Sill,,,UFA,29,C,,63,1,3,4,-5,00:00,-,-,-,-,-,,"$550,000","$550,000"
1037. Trevor Smith,,,UFA,32,C,,54,2,3,5,-9,11:03,-,-,-,-,-,,"$550,000","$550,000"
1038. Nick Drazenovic,,,UFA,30,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1039. Bobby Farnham,,,UFA,28,RW,,11,0,0,0,0,00:00,-,-,-,-,-,,"$550,000","$550,000"
1040. Taylor Chorney,,,UFA,30,D,,7,0,0,0,-1,12:10,-,-,-,-,-,,"$550,000","$550,000"
1041. Brad Hunt,,,UFA,28,D,,11,1,2,3,-6,19:29,-,-,-,-,-,,"$550,000","$550,000"
1042. Jamie McBain,,,UFA,29,D,,26,3,6,9,4,12:41,-,-,-,-,-,,"$550,000","$550,000"
1043. Martin Jones,,,UFA,27,G,,15,-,-,-,-,-,4,5,3,2.25,.906,,"$550,000","$550,000"
1044. David Van Der Gulik,,,UFA,34,LW,,1,0,0,0,0,00:00,-,-,-,-,-,,"$550,000","$550,000"
1045. Andrew Bodnarchuk,,,UFA,29,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1046. Vincent LoVerde,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1047. Andy Andreoff,,,UFA,26,"LW, C",,18,2,1,3,1,00:00,-,-,-,-,-,,"$550,000","$550,000"
1048. Frédéric St-Denis,,,UFA,31,D,,4,0,1,1,-1,13:17,-,-,-,-,-,,"$550,000","$550,000"
1049. Jon Landry,,,UFA,34,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1050. Tomas Kundratek,,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$150,000","$550,000"
1051. Pierre-Cedric Labrie,,,UFA,30,LW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1052. Michael Leighton,,,UFA,36,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$550,000"
1053. Cody Bass,,,UFA,30,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1054. Steven Kampfer,,,UFA,28,D,,25,2,2,4,-4,17:11,-,-,-,-,-,,"$550,000","$550,000"
1055. Jesse Blacker,,,UFA,26,D,,1,0,0,0,-2,00:00,-,-,-,-,-,,"$550,000","$550,000"
1056. Brent Regner,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1057. Patrick Cannone,,,UFA,30,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1058. Andrew Campbell,,,UFA,29,D,,33,0,1,1,-13,17:32,-,-,-,-,-,,"$550,000","$550,000"
1059. Andrej Nestrasil,,,UFA,26,"C, RW, LW",,54,7,13,20,-1,14:04,-,-,-,-,-,,"$550,000","$550,000"
1060. Jordin Tootoo,,,UFA,34,RW,,68,10,5,15,1,10:27,-,-,-,-,-,,"$550,000","$550,000"
1061. Mark Fraser,,,UFA,30,D,,34,0,4,4,2,16:16,-,-,-,-,-,,"$550,000","$550,000"
1062. Landon Ferraro,,,UFA,25,"C, RW",,3,1,0,1,1,11:59,-,-,-,-,-,,"$550,000","$550,000"
1063. Aaron Dell,,,UFA,28,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$550,000"
1064. Mike McKenna,,,UFA,34,G,,1,-,-,-,-,-,0,1,0,5.00,.853,,"$550,000","$550,000"
1065. Philip Samuelsson,,,RFA,26,D,,4,0,0,0,-3,16:53,-,-,-,-,-,,"$550,000","$550,000"
1066. Scott Timmins,,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1067. Corbin McPherson,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1068. Jared Staal,,,UFA,26,RW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1069. Mark Van Guilder,,,UFA,33,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1070. Jeremy Smith,,,UFA,28,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$550,000"
1071. Edward Pasquale,,,UFA,26,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$550,000"
1072. Kevin Henderson,,,UFA,30,LW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1073. Ryan Stanton,,,UFA,28,D,,54,3,8,11,9,16:00,-,-,-,-,-,,"$550,000","$550,000"
1074. Pierre-Luc Letourneau-Leblond,,,UFA,32,RW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1075. Kris Newbury,,,UFA,35,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
1076. Steve Oleksy,,,UFA,31,D,,1,0,0,0,-1,12:11,-,-,-,-,-,,"$550,000","$541,667"
1077. Brandon Anderson,,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$541,667"
