Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%
908,DZINGEL, RYAN,Ottawa,F(C),30,303.817,14,10,2.765,1.975,58.33,2.2807,2.2815,49.99,0.4841,-0.3066,8.34,0.4046,-0.0635,4.67,2.1767,2.191,49.84,134,177,10.4478,94.3503,104.7981,7.8211,92.827,2.6266,1.5232,1.7863,0.9133,7.5601,92.3815,236,294,46.607,58.061,44.53,-8.0377,0.9558,-4.37,-6.5511,2.1139,-4.19,54.0908,54.0405,50.02,5.9322,96.5986,102.5308,4.1737,96.0047,1.7585,0.5939,1.4922,0.242,4.0241,95.9456,21.3599,24.1379,20.8333,19.2339,21.9895,19.4712,16.8203,21.0084,3,5,1,8,4,22,44,13.63636364,6.818181818,0.5925,0.9874,0.1975,1.5799,0.79,4.3447,8.6895,21.43,35.71,57.14,28.57,254,100,73,81,39.3701,28.7402,31.8898
909,KORPIKOSKI, LAURI,Edmonton,F(LW),204,2415.48,53,96,1.317,2.385,35.57,2.0331,2.4027,45.83,-0.7165,-0.0181,-10.26,-0.6869,-0.0113,-9.97,2.2343,2.2137,50.23,1008,1289,5.2579,92.5524,97.8103,7.1399,91.925,-1.882,0.6273,-1.5082,0.6374,7.7026,92.2904,1989,2481,49.406,61.627,44.5,-4.5008,6.2289,-4.82,-6.5422,6.8483,-6.03,54.5575,54.1074,50.21,2.6647,96.1306,98.7953,3.7714,95.6628,-1.1067,0.4678,-0.9162,0.5044,4.0953,95.9087,24.7667,17.7852,24.6787,22.5229,27.0261,24.1344,26.9192,24.7414,13,30,15,43,28,220,429,5.909090909,3.03030303,0.3229,0.7452,0.3726,1.0681,0.6955,5.4647,10.6563,24.53,56.6,81.13,52.83,2382,861,810,711,36.1461,34.005,29.8489
910,WILSON, RYAN,Colorado,D,31,389.483,19,21,2.927,3.235,47.5,2.2739,2.2211,50.59,0.653,1.0139,-3.09,0.4514,1.3096,-8.75,2.0636,2.2011,48.39,185,222,10.2703,90.5405,100.8108,8.3041,92.8449,1.9661,-2.3043,1.7475,-3.2757,7.3003,92.3182,325,406,50.066,62.544,44.46,0.2987,3.6044,-1.32,-0.2706,5.936,-2.61,52.8791,53.961,49.49,5.8462,94.8276,100.6738,4.5691,96.2315,1.2771,-1.404,0.9281,-1.7711,3.9024,95.9209,26.3141,29.6875,37.5,26.2097,28.2927,26.1603,20.0864,23.4127,0,5,2,5,2,22,52,0,0,0,0.7703,0.3081,0.7703,0.3081,3.3891,8.0106,0,26.32,26.32,10.53,335,118,93,124,35.2239,27.7612,37.0149
911,EAGER, BEN,Edmonton,F(LW),7,50.3,1,0,1.193,0,100,1.7522,2.6647,39.67,-0.5594,-2.6647,60.33,-0.6802,-3.9542,67.86,1.8549,2.1436,46.39,18,20,5.5556,100,105.5556,7.3605,91.3806,-1.805,8.6194,-1.7025,12.7517,6.8638,92.6498,36,45,42.942,53.678,44.44,-3.8172,-5.9499,0.49,-6.1732,-2.7217,-2.1,50.9296,54.3929,48.36,2.7778,100,102.7778,3.7473,95.5312,-0.9695,4.4688,-1.0358,7.0111,3.6421,96.0591,14.8553,10,0,13.2353,14.2405,11.3636,9.9174,17.6991,0,1,1,1,1,4,11,0,0,0,1.1928,1.1928,1.1928,1.1928,4.7714,13.1213,0,100,100,100,42,20,12,10,47.619,28.5714,23.8095
912,BILLINS, CHAD,Calgary,D,10,109.833,4,7,2.185,3.824,36.36,1.8922,2.7832,40.47,0.293,1.0408,-4.11,0.1694,1.343,-8.46,2.1334,2.0875,50.54,37,55,10.8108,87.2727,98.0835,7.2265,90.9113,3.5843,-3.6385,2.932,-4.7671,7.6711,92.6545,87,109,47.527,59.545,44.39,-2.3245,-1.8578,-0.42,0.0786,-1.5484,0.67,52.7002,52.5178,50.09,4.5977,93.578,98.1757,3.7957,95.4673,0.802,-1.8894,0.3493,-2.3611,4.0482,96.0252,22.1089,23.5294,30.4348,22.1374,21.67,29.3233,10.0671,22.3529,0,3,0,3,0,3,16,0,0,0,1.6388,0,1.6388,0,1.6388,8.7405,0,75,75,0,92,38,15,39,41.3043,16.3043,42.3913
913,HEATLEY, DANY,Anaheim,F(LW),82,970.467,27,41,1.669,2.535,39.71,2.1785,2.0114,51.99,-0.5092,0.5235,-12.29,-0.2831,0.9688,-15.79,2.1226,2.2001,49.1,379,471,7.124,91.2951,98.4191,7.9207,92.5126,-0.7967,-1.2175,-0.1049,-2.7543,7.4021,92.3777,734,920,45.38,56.88,44.38,-5.9324,4.3932,-5.06,-5.1796,6.8488,-5.89,53.7965,54.3,49.77,3.6785,95.5435,99.222,4.2455,96.1678,-0.567,-0.6243,-0.1832,-1.3264,3.9456,95.9482,24.7528,21.9512,34.7458,22.795,27.2189,22.8471,18.8908,21.9092,8,10,7,18,15,81,149,9.87654321,5.369127517,0.4946,0.6183,0.4328,1.1129,0.9274,5.0079,9.2121,29.63,37.04,66.67,55.56,758,280,218,260,36.9393,28.7599,34.3008
914,RAYMOND, MASON,Calgary,F(LW),168,2105.25,77,88,2.195,2.508,46.67,2.1418,2.4283,46.86,0.0528,0.0797,-0.2,-0.2085,0.1351,-3.65,2.1596,2.1989,49.55,957,1168,8.046,92.4658,100.5118,7.8772,91.9907,0.1688,0.475,-0.9766,-0.0744,7.4985,92.3867,1845,2317,52.583,66.035,44.33,1.2273,6.9658,-2.18,2.5006,3.0367,0.04,53.9909,54.0659,49.97,4.1734,96.202,100.3754,4.1705,95.889,0.003,0.313,-0.6246,-0.0313,3.9999,95.933,25.9978,24.2902,27.0769,26.9461,26.9137,24.2702,20.7309,24.3761,27,29,19,56,46,287,486,9.407665505,5.555555556,0.7695,0.8265,0.5415,1.596,1.311,8.1796,13.8511,35.06,37.66,72.73,59.74,1894,713,624,557,37.6452,32.9461,29.4087
915,LAPIERRE, MAXIM,Pittsburgh,F(C),151,1362.02,36,54,1.586,2.379,40,1.9314,2.0025,49.1,-0.3455,0.3763,-9.1,-0.997,0.525,-18.22,2.061,2.2078,48.28,540,641,6.6667,91.5757,98.2424,6.8503,92.6096,-0.1837,-1.0339,-1.6,-1.3015,7.3476,92.3889,965,1212,42.51,53.391,44.33,-10.2907,2.1605,-6.43,-16.1668,4.629,-10.29,52.6511,54.8087,49,3.7306,95.5446,99.2752,3.6579,96.0912,0.0727,-0.5466,-0.6713,-0.6536,3.9145,95.9719,19.1213,12.6761,23.2759,14.6234,20.5633,14.0404,21.9431,17.0153,10,14,10,24,20,153,250,6.535947712,4,0.4405,0.6167,0.4405,1.0573,0.881,6.74,11.0131,27.78,38.89,66.67,55.56,1213,423,463,327,34.8722,38.1698,26.958
916,MELCHIORI, JULIAN,Winnipeg,D,12,152.35,5,5,1.969,1.969,50,2.0341,2.0848,49.38,-0.065,-0.1157,0.62,-1.4923,-0.1609,-11.9,1.9809,2.1888,47.51,69,72,7.2464,93.0556,100.302,7.2967,92.4882,-0.0503,0.5673,-4.4128,1.3889,7.0909,92.5053,109,137,42.927,53.955,44.31,-9.241,1.569,-5.59,-14.9846,-0.8953,-7.05,53.0723,54.3679,49.4,4.5872,96.3504,100.9376,3.8991,96.0202,0.688,0.3301,-1.3899,0.2339,3.7324,95.9742,25.2639,16.129,23.8095,20.0368,24.9545,30.2632,21.5909,22.0513,0,0,0,0,0,12,20,0,0,0,0,0,0,0,4.726,7.8766,0,0,0,0,127,43,38,46,33.8583,29.9213,36.2205
917,TANGUAY, ALEX,Arizona,F(LW),166,2140.98,100,84,2.802,2.354,54.35,2.3012,2.264,50.41,0.5013,0.09,3.94,0.8737,0.3199,5.68,2.2813,2.2164,50.72,1011,1190,9.8912,92.9412,102.8324,8.2028,92.7404,1.6884,0.2008,2.6523,-0.6104,7.7528,92.2717,1810,2276,50.724,63.784,44.3,-0.4659,4.0328,-1.84,3.0649,2.2859,0.64,55.281,53.9232,50.62,5.5249,96.3093,101.8342,4.4953,96.2109,1.0295,0.0984,1.478,-0.3831,4.1268,95.8898,27.3298,35.3357,30.3249,28.585,28.0607,29.3912,27.1042,26.8942,27,42,24,69,51,137,223,19.7080292,12.10762332,0.7567,1.177,0.6726,1.9337,1.4292,3.8394,6.2495,27,42,69,51,2090,717,702,671,34.3062,33.5885,32.1053
918,HEJDA, JAN,Colorado,D,159,2810.87,105,112,2.241,2.391,48.39,2.3304,2.2932,50.4,-0.0891,0.0976,-2.02,-0.2394,0.1731,-4.41,2.2896,2.2126,50.86,1317,1499,7.9727,92.5284,100.5011,8.2188,92.6902,-0.2461,-0.1618,-1.0726,-0.4866,7.7731,92.2829,2280,2867,48.668,61.198,44.3,-2.8277,1.2161,-1.9,-1.1967,1.047,-1.03,55.3305,53.821,50.69,4.6053,96.0935,100.6988,4.5253,96.1769,0.0799,-0.0834,-0.3696,-0.2198,4.138,95.889,36.9861,34.6535,38.7543,36.4217,37.3892,34.022,39.4085,39.9213,7,20,6,27,13,143,300,4.895104895,2.333333333,0.1494,0.4269,0.1281,0.5763,0.2775,3.0524,6.4037,6.67,19.05,25.71,12.38,2774,1014,986,774,36.5537,35.5443,27.9019
919,O_NEILL, BRIAN,New Jersey,F(C),22,208.133,3,5,0.865,1.441,37.5,1.6232,1.9891,44.93,-0.7583,-0.5477,-7.43,-1.2744,-0.2394,-18.5,2.1268,2.2716,48.35,72,94,4.1667,94.6808,98.8475,6.5136,92.5297,-2.3469,2.1512,-4.1915,1.4501,7.3975,92.2528,136,171,39.206,49.295,44.3,-6.4963,0.7988,-4.22,-5.4888,2.9965,-4.82,53.6914,54.7938,49.49,2.2059,97.076,99.2819,3.5516,95.8985,-1.3458,1.1776,-2.5804,0.7064,3.9612,95.8542,20.9502,9.6774,18.5185,18.8627,22.0077,13.7324,22.3729,24.1888,0,2,1,2,1,14,24,0,0,0,0.5766,0.2883,0.5766,0.2883,4.0359,6.9186,0,66.67,66.67,33.33,187,82,66,39,43.8503,35.2941,20.8556
920,PERCY, STUART,Toronto,D,12,170.267,4,10,1.41,3.524,28.57,2.1165,2.4117,46.74,-0.7069,1.1122,-18.17,-0.7263,0.3201,-11.43,2.231,2.1979,50.37,64,90,6.25,88.8889,95.1389,7.4459,92.1986,-1.1959,-3.3097,-0.8566,-1.5657,7.7317,92.538,132,166,46.515,58.496,44.3,-7.4295,0.8184,-4.03,-14.0518,0.8281,-6.93,53.6835,55.2919,49.26,3.0303,93.9759,97.0062,3.9234,95.8187,-0.8931,-1.8428,-0.4961,-0.4685,4.1558,96.0249,30.2132,22.2222,32.2581,24.9527,30.5147,27.5862,35.533,32.6923,0,1,1,1,1,10,21,0,0,0,0.3524,0.3524,0.3524,0.3524,3.5239,7.4002,0,25,25,25,186,68,70,48,36.5591,37.6344,25.8065
921,GIONTA, BRIAN,Buffalo,F(RW),229,3140.27,94,106,1.796,2.025,47,1.9136,2.3041,45.37,-0.1176,-0.2788,1.63,-0.1032,-0.366,2.73,2.2829,2.2279,50.61,1367,1694,6.8764,93.7426,100.619,7.1548,92.5244,-0.2785,1.2182,-0.3395,1.3745,7.7639,92.3285,2568,3234,49.066,61.791,44.26,-0.2354,3.0382,-1.37,1.2243,0.924,0.25,55.084,54.0829,50.46,3.6604,96.7223,100.3827,3.8815,96.0783,-0.2211,0.644,-0.3093,0.6511,4.1444,95.8805,28.6952,27.566,25.4197,29.215,29.0045,27.5251,31.2766,31.7852,26,43,32,69,58,394,693,6.598984772,3.751803752,0.4968,0.8216,0.6114,1.3184,1.1082,7.528,13.2409,27.66,45.74,73.4,61.7,3183,1184,1176,823,37.1976,36.9463,25.8561
922,SKJEI, BRADY,NY Rangers,D,7,100.25,2,3,1.197,1.796,40,2.4072,1.9656,55.05,-1.2102,-0.1701,-15.05,-1.5149,-0.6452,-12.63,2.057,2.1921,48.41,40,62,5,95.1613,100.1613,8.1858,93.1752,-3.1858,1.9861,-6.1111,4.2522,7.3877,92.3485,81,102,48.479,61.047,44.26,-5.8962,6.2413,-5.54,-0.3348,12.2338,-5.74,51.9383,53.002,49.49,2.4691,97.0588,99.5279,4.4271,96.4135,-1.958,0.6453,-3.0864,2.0588,3.9605,95.8641,31.182,16.6667,25,31.0345,36.1702,20.2247,30.1205,30,0,0,0,0,0,4,15,0,0,0,0,0,0,0,2.394,8.9776,0,0,0,0,76,33,25,18,43.4211,32.8947,23.6842
923,CARRICK, SAM,Toronto,F(C),19,129.75,3,4,1.387,1.85,42.86,1.7756,2.4576,41.95,-0.3883,-0.6079,0.91,-0.3507,-1.5507,9.03,2.2561,2.0974,51.82,55,70,5.4545,94.2857,99.7402,6.4368,91.95,-0.9822,2.3357,-0.3979,4.4208,7.8942,92.7169,100,126,46.243,58.266,44.25,-6.4464,2.0496,-4.13,-8.9198,-2.3374,-3.4,52.9779,53.7403,49.64,3,96.8254,99.8254,3.37,95.6284,-0.37,1.197,-0.1507,2.4364,4.2585,96.0971,14.0458,11.5385,8.1633,12.0482,13.5776,12.0438,10.1587,13.6364,1,1,0,2,1,19,26,5.263157895,3.846153846,0.4624,0.4624,0,0.9249,0.4624,8.7861,12.0231,33.33,33.33,66.67,33.33,107,42,32,33,39.2523,29.9065,30.8411
924,FARNHAM, BOBBY,New Jersey,F(RW),64,559.883,13,15,1.393,1.607,46.43,1.6101,2.0088,44.49,-0.2169,-0.4013,1.94,-0.33,-0.5588,2.12,2.1098,2.164,49.37,202,235,6.4356,93.617,100.0526,6.321,92.6418,0.1146,0.9752,-0.3539,1.0432,7.394,92.4432,358,451,38.365,48.331,44.25,-8.5398,-1.1324,-4.42,-7.742,-3.5606,-2.8,53.2749,53.7727,49.77,3.6313,96.6741,100.3054,3.4326,95.9389,0.1986,0.7351,-0.106,0.8486,3.9602,95.9757,18.6799,15.6627,14.5631,16.0466,17.6241,14.625,15.2128,19.5122,8,2,1,10,9,55,99,14.54545455,8.080808081,0.8573,0.2143,0.1072,1.0717,0.9645,5.8941,10.6094,61.54,15.38,76.92,69.23,452,192,143,117,42.4779,31.6372,25.885
925,MITCHELL, TORREY,Montreal,F(C),203,2116.3,59,68,1.673,1.928,46.46,1.9295,2.2645,46.01,-0.2567,-0.3366,0.45,-0.4034,-0.3384,-1.35,2.2132,2.2014,50.13,871,991,6.7738,93.1382,99.912,7.3116,92.4719,-0.5378,0.6664,-0.9389,0.6745,7.6454,92.3647,1580,1994,44.795,56.533,44.21,-4.4212,-0.8566,-1.96,-5.4991,-1.0281,-2.42,54.2378,54.0194,50.1,3.7342,96.5898,100.324,3.9204,96.0542,-0.1862,0.5356,-0.3938,0.527,4.0805,95.9249,21.8442,18.3801,19.209,19.9319,21.5381,18.9151,29.6649,22.2726,18,20,12,38,30,160,263,11.25,6.844106464,0.5103,0.567,0.3402,1.0774,0.8505,4.5362,7.4564,30.51,33.9,64.41,50.85,2232,737,965,530,33.0197,43.2348,23.7455
926,SMITH, TREVOR,Toronto,F(C),82,759.483,20,32,1.58,2.528,38.46,1.9999,2.3795,45.67,-0.4199,0.1485,-7.2,-0.8716,-0.0394,-10.38,2.08,2.1978,48.62,333,388,6.006,91.7526,97.7586,7.2538,92.423,-1.2478,-0.6704,-2.8751,-0.8462,7.3456,92.4332,606,765,47.875,60.436,44.2,-4.6969,1.775,-3.06,-4.767,-2.823,-1.22,53.1473,54.6086,49.32,3.3003,95.817,99.1173,3.8042,95.9436,-0.5039,-0.1266,-1.3568,-0.1244,3.9137,95.9754,19.6367,13.6054,19.3939,18.1818,18.9263,20.8185,18.7803,18.2143,5,7,4,12,9,63,113,7.936507937,4.424778761,0.395,0.553,0.316,0.948,0.711,4.9771,8.9271,25,35,60,45,760,255,271,234,33.5526,35.6579,30.7895
927,HARPUR, BEN,Ottawa,D,5,66.7667,3,2,2.696,1.797,60,2.4107,2.137,53.01,0.2853,-0.3397,6.99,-0.4947,-0.1171,-2.5,2.2407,2.1022,51.59,33,38,9.0909,94.7368,103.8277,8.5641,93.4752,0.5268,1.2617,-2.0202,1.4035,7.658,92.6063,57,72,51.223,64.703,44.19,-1.2939,5.8832,-2.98,1.7682,13.6527,-5.02,53.8307,53.1512,50.32,5.2632,97.2222,102.4854,4.5903,96.3669,0.6729,0.8553,-1.1885,0.9722,4.1624,96.0449,26.2018,23.0769,25,26.8868,31.0345,19.403,19.7531,22.4719,0,1,1,1,1,3,4,0,0,0,0.8987,0.8987,0.8987,0.8987,2.696,3.5946,0,33.33,33.33,33.33,49,20,16,13,40.8163,32.6531,26.5306
928,FERENCE, ANDREW,Edmonton,D,147,2425.57,79,117,1.954,2.894,40.31,1.9852,2.5854,43.43,-0.0311,0.3088,-3.13,0.0155,0.0187,0.04,2.2263,2.2028,50.26,1009,1380,7.8295,91.5217,99.3512,7.1087,91.1694,0.7208,0.3523,0.6349,1.6687,7.6783,92.3294,1982,2505,49.028,61.965,44.17,-3.8538,5.866,-4.35,-1.8334,6.5238,-3.67,54.6403,54.0409,50.28,3.9859,95.3293,99.3152,3.7541,95.3914,0.2317,-0.0621,0.1742,0.5159,4.0744,95.9237,34.469,34.6491,34.6154,33.6445,37.0234,32.4503,35.9781,34.9388,5,21,3,26,8,126,296,3.968253968,1.689189189,0.1237,0.5195,0.0742,0.6431,0.1979,3.1168,7.322,6.33,26.58,32.91,10.13,2311,885,789,637,38.2951,34.1411,27.5638
929,WIDEMAN, DENNIS,Calgary,D,177,3069.25,124,134,2.424,2.62,48.06,2.2398,2.4336,47.93,0.1842,0.186,0.13,0.353,0.2232,1.7,2.1764,2.1981,49.75,1376,1613,9.0116,91.6925,100.7041,8.524,91.4953,0.4877,0.1972,1.1288,0.3354,7.518,92.3665,2637,3333,51.55,65.156,44.17,1.2883,7.1979,-2.27,0.707,7.7637,-2.8,54.3756,54.0481,50.15,4.7023,95.9796,100.6819,4.4563,95.8011,0.246,0.1785,0.629,0.1549,4.0025,95.9332,35.6775,39.3651,37.7465,35.9951,38.639,41.2766,32.8744,32.3051,9,42,14,51,23,199,488,4.522613065,1.844262295,0.1759,0.821,0.2737,0.997,0.4496,3.8902,9.5398,7.26,33.87,41.13,18.55,2996,974,955,1067,32.51,31.8758,35.6142
930,HENDRICKS, MATT,Edmonton,F(C),216,2220.57,38,67,1.027,1.81,36.19,1.9107,2.5813,42.54,-0.8839,-0.771,-6.34,-1.1836,-1.0756,-7.18,2.1673,2.1799,49.86,895,1034,4.2458,93.5203,97.7661,7.1404,91.2858,-2.8946,2.2345,-3.3533,2.8375,7.544,92.392,1698,2146,45.88,57.985,44.17,-4.8245,1.9118,-3.31,-8.5863,0.0453,-4.28,54.007,53.9507,50.03,2.2379,96.8779,99.1158,3.7683,95.3965,-1.5304,1.4814,-1.8203,1.8589,4.013,95.9595,21.3699,11.2094,14.5652,18.6286,21.383,14.9671,31.9457,20.5192,13,12,7,25,20,230,401,5.652173913,3.241895262,0.3513,0.3242,0.1891,0.6755,0.5404,6.2146,10.8351,34.21,31.58,65.79,52.63,2257,743,1059,455,32.9198,46.9207,20.1595
931,ROSEHILL, JAY,Philadelphia,F(LW),34,165.883,3,10,1.085,3.617,23.08,1.9731,2.3522,45.62,-0.888,1.2648,-22.54,-1.2913,1.2406,-26.92,1.8498,2.1811,45.89,50,77,6,87.013,93.013,7.4234,92.3654,-1.4234,-5.3524,-2.0645,-5.5243,6.7785,92.5776,113,143,40.872,51.723,44.14,-10.291,-5.1598,-3.21,-17.4133,-5.2229,-6.44,50.9171,55.1343,48.01,2.6549,93.007,95.6619,3.8565,95.8649,-1.2016,-2.8579,-1.4222,-2.82,3.6329,96.044,10.6707,5.1724,15.3846,7.7291,9.7878,6.2374,7.6923,8.2616,2,0,0,2,2,14,26,14.28571429,7.692307692,0.7234,0,0,0.7234,0.7234,5.0638,9.4042,66.67,0,66.67,66.67,113,48,34,31,42.4779,30.0885,27.4336
932,KOZUN, BRANDON,Toronto,F(RW),20,147.65,5,9,2.032,3.657,35.71,1.8051,2.4079,42.85,0.2267,1.2494,-7.13,0.4889,0.8029,0.63,2.0714,2.1857,48.66,53,77,9.434,88.3117,97.7457,6.5224,92.2921,2.9116,-3.9804,3.8784,-3.1235,7.4227,92.4605,105,133,42.668,54.047,44.12,-9.4027,-3.9494,-3.19,-9.6363,-6.5126,-2.23,51.9958,54.7399,48.71,4.7619,93.2331,97.995,3.4667,95.8483,1.2952,-2.6152,1.8121,-2.0535,3.9838,96.0072,15.9553,20,19.5652,13.41,14.488,14.4,11.6208,19.7015,2,2,1,4,3,7,15,28.57142857,13.33333333,0.8127,0.8127,0.4064,1.6255,1.2191,2.8446,6.0955,40,40,80,60,140,66,38,36,47.1429,27.1429,25.7143
933,PRUST, BRANDON,Vancouver,F(LW),169,1866.82,49,51,1.575,1.639,49,2.0108,2.2659,47.02,-0.4359,-0.6268,1.98,-0.6215,-0.4024,-2.83,2.1624,2.1874,49.71,752,897,6.516,94.3144,100.8304,7.1704,92.382,-0.6544,1.9324,-1.1478,1.0772,7.5585,92.4393,1416,1794,45.511,57.66,44.11,-7.5172,1.0323,-4.25,-9.2058,-0.5981,-4.32,53.6281,53.9699,49.84,3.4605,97.1572,100.6177,3.7919,95.9985,-0.3315,1.1587,-0.5537,0.6616,4.0322,95.947,23.1389,17.7536,19.4656,20.0255,22.9559,18.6233,24.4689,20.479,11,22,16,33,27,133,213,8.270676692,5.164319249,0.3535,0.7071,0.5142,1.0606,0.8678,4.2747,6.8459,22.45,44.9,67.35,55.1,1699,590,668,441,34.7263,39.3172,25.9564
934,HALL, ADAM,Philadelphia,F(RW),80,536.45,12,28,1.342,3.132,30,2.0842,2.2814,47.74,-0.742,0.8503,-17.74,-1.1276,0.8549,-22.03,1.9654,2.177,47.45,196,266,6.1224,89.4737,95.5961,7.7266,92.5295,-1.6042,-3.0558,-2.1463,-3.2017,7.1231,92.4956,392,497,43.844,55.588,44.09,-8.4501,-0.7426,-4.05,-14.4087,-0.6774,-6.77,51.6642,54.6012,48.62,3.0612,94.3662,97.4274,3.9855,95.95,-0.9243,-1.5838,-1.1786,-1.5872,3.8042,96.0129,14.7133,8.5714,19.1781,11.4922,14.562,8.1705,22.2535,12.3019,2,4,2,6,4,48,82,4.166666667,2.43902439,0.2237,0.4474,0.2237,0.6711,0.4474,5.3686,9.1714,16.67,33.33,50,33.33,492,163,237,92,33.1301,48.1707,18.6992
935,MIELE, ANDY,Arizona,F(C),7,61.1833,5,1,4.903,0.981,83.33,1.8693,2.3075,44.75,3.034,-1.3269,38.58,3.1363,-0.5654,30,2.2445,2.0741,51.97,26,39,19.2308,97.4359,116.6667,6.5526,92.292,12.6782,5.1439,12.0236,2.3655,7.636,92.5672,56,71,54.917,69.627,44.09,0.3808,13.7363,-5.29,5.4415,9.1078,-0.89,54.7828,52.3053,51.16,8.9286,98.5916,107.5202,3.4276,95.8713,5.501,2.7202,5.3571,1.1463,4.0972,96.0347,18.3826,38.4615,12.5,20,20.5797,24,12.6214,15.4545,0,2,0,2,0,5,9,0,0,0,1.9613,0,1.9613,0,4.9033,8.8259,0,40,40,0,54,17,13,24,31.4815,24.0741,44.4444
936,CATENACCI, DANIEL,Buffalo,F(C),11,91.2167,1,3,0.658,1.973,25,1.8991,2.3614,44.57,-1.2413,-0.3881,-19.57,-1.7486,-1.2824,-17.5,1.9555,2.2613,46.37,35,40,2.8571,92.5,95.3571,7.0858,92.3231,-4.2287,0.1769,-4.7662,2.4567,7.0284,92.2187,67,85,44.071,55.911,44.08,-4.5862,-1.5829,-1.76,-10.5689,-4.108,-3.58,52.3847,54.9063,48.82,1.4925,96.4706,97.9631,3.903,95.8928,-2.4104,0.5778,-2.9116,1.8951,3.733,95.8815,17.7091,5.5556,11.5385,14.7903,16.6994,20.2532,11.976,17.5325,0,0,0,0,0,7,8,0,0,0,0,0,0,0,4.6044,5.2622,0,0,0,0,79,27,20,32,34.1772,25.3165,40.5063
937,URBOM, ALEXANDER,Washington,D,20,250.9,8,7,1.913,1.674,53.33,2.2614,2.1383,51.4,-0.3482,-0.4643,1.93,-0.4636,-0.5267,1.41,2.1164,2.2841,48.09,108,150,7.4074,95.3333,102.7407,8.0632,92.5816,-0.6558,2.7518,-0.4187,2.4558,7.5129,92.2769,203,258,48.545,61.698,44.03,-5.4255,7.0475,-5.65,-10.3456,7.6486,-8.11,52.7284,55.5186,48.71,3.9409,97.2868,101.2277,4.19,96.0874,-0.2491,1.1994,-0.095,1.3585,4.0138,95.8859,26.9062,22.8571,21.875,23.2798,29.5872,26.5672,31.0219,22.884,1,0,0,1,1,15,33,6.666666667,3.03030303,0.2391,0,0,0.2391,0.2391,3.5871,7.8916,12.5,0,12.5,12.5,247,73,85,89,29.5547,34.413,36.0324
938,REGNER, BRENT,Florida,D,7,78.2,0,2,0,1.535,0,1.9208,1.9686,49.39,-1.9208,-0.4341,-49.39,-2.5691,-1.0346,-50,2.0796,2.1425,49.26,39,34,0,94.1176,94.1176,7.014,93.075,-7.014,1.0426,-9.1667,3.6829,7.1492,92.4001,59,75,45.269,57.545,44.03,-4.0408,6.0644,-4.89,0.8933,9.4326,-3.95,53.4068,52.4485,50.45,0,97.3333,97.3333,3.8954,96.176,-3.8954,1.1573,-5.7895,2.6731,3.8939,95.9151,23.3363,0,15.3846,23.6948,26.6904,21.4286,25.3846,24,0,0,0,0,0,7,10,0,0,0,0,0,0,0,5.3708,7.6726,0,0,0,0,84,30,33,21,35.7143,39.2857,25
939,JONES, DAVID,Minnesota,F(RW),190,2382.05,85,89,2.141,2.242,48.85,2.2228,2.4268,47.81,-0.0818,-0.1851,1.04,-0.0601,-0.2638,2.09,2.2417,2.2178,50.27,1048,1220,8.1107,92.7049,100.8156,8.2797,91.4656,-0.169,1.2393,-0.1844,1.4801,7.6554,92.3029,1976,2514,49.772,63.324,44.01,-1.5398,5.8911,-3.18,-1.558,4.7462,-2.69,55.0892,54.0192,50.49,4.3016,96.4598,100.7614,4.3319,95.7745,-0.0303,0.6853,0.0135,0.7373,4.0693,95.8943,25.6726,25.1479,23.6074,25.0889,27.1872,21.8457,33.139,27.2986,27,29,22,56,49,276,484,9.782608696,5.578512397,0.6801,0.7305,0.5541,1.4105,1.2342,6.952,12.1912,31.76,34.12,65.88,57.65,2493,864,1023,606,34.657,41.0349,24.3081
