PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
182. Adam Larsson,Montreal Canadiens,,UFA,24,D,,82,3,15,18,15,22:30,-,-,-,-,-,,"$2,500,000","$4,166,667"
183. Jonathan Bernier,Pittsburgh Penguins,,UFA,28,G,,38,-,-,-,-,-,12,21,3,2.88,.908,,"$4,150,000","$4,150,000"
184. Nazem Kadri,Los Angeles Kings,,UFA,26,C,,76,17,28,45,-15,18:16,-,-,-,-,-,,"$4,100,000","$4,100,000"
185. Niklas Hjalmarsson,Los Angeles Kings,"M-NTC, NMC",UFA,30,D,,81,2,22,24,13,22:22,-,-,-,-,-,,"$4,200,000","$4,100,000"
186. Nick Bjugstad,Nashville Predators,,UFA,25,C,,67,15,19,34,-8,15:30,-,-,-,-,-,,"$2,850,000","$4,100,000"
187. Steve Mason,Edmonton Oilers,,UFA,29,G,,54,-,-,-,-,-,23,19,4,2.51,.918,,"$4,100,000","$4,100,000"
188. Alexei Emelin,Nashville Predators,NTC,UFA,31,D,,72,0,12,12,-7,20:29,-,-,-,-,-,,"$3,900,000","$4,100,000"
189. Jake Gardiner,New York Islanders,,UFA,27,D,,79,7,24,31,-15,20:37,-,-,-,-,-,,"$4,050,000","$4,050,000"
190. Mark Giordano,Buffalo Sabres,,UFA,33,D,,82,21,35,56,-5,24:47,-,-,-,-,-,,"$4,000,000","$4,020,000"
191. Cam Fowler,New Jersey Devils,,UFA,25,D,,69,5,23,28,-8,22:46,-,-,-,-,-,,"$4,000,000","$4,000,000"
192. Milan Michalek,Philadelphia Flyers,M-NTC,UFA,32,"LW, RW",,45,7,9,16,0,16:48,-,-,-,-,-,,"$4,000,000","$4,000,000"
193. Victor Hedman,Washington Capitals,,UFA,26,D,,78,10,37,47,21,23:03,-,-,-,-,-,,"$5,750,000","$4,000,000"
194. Ales Hemsky,Detroit Red Wings,,UFA,33,RW,,75,13,26,39,3,13:06,-,-,-,-,-,,"$4,000,000","$4,000,000"
195. David Jones,Colorado Avalanche,,UFA,32,RW,,75,11,7,18,-7,12:47,-,-,-,-,-,,"$4,000,000","$4,000,000"
196. Jiri Hudler,New York Rangers,,UFA,33,"LW, RW",,72,16,30,46,-1,16:38,-,-,-,-,-,,"$4,000,000","$4,000,000"
197. Carl Hagelin,Pittsburgh Penguins,,UFA,28,LW,,80,14,25,39,8,15:00,-,-,-,-,-,,"$5,000,000","$4,000,000"
198. Alec Martinez,Buffalo Sabres,,UFA,30,D,,78,10,21,31,16,21:09,-,-,-,-,-,,"$3,900,000","$4,000,000"
199. Jake Muzzin,Vancouver Canucks,,UFA,28,D,,82,8,32,40,7,23:03,-,-,-,-,-,,"$3,000,000","$4,000,000"
200. Ryan Johansen,Calgary Flames,,RFA,24,"C, RW",,80,14,46,60,6,17:20,-,-,-,-,-,,"$3,000,000","$4,000,000"
201. Tim Gleason,Tampa Bay Lightning,,UFA,34,D,,0,0,0,0,0,,-,-,-,-,-,,"$3,500,000","$4,000,000"
202. Jussi Jokinen,Vegas Golden Knights,M-NTC,UFA,34,"LW, RW, C",,81,18,42,60,25,18:17,-,-,-,-,-,,"$4,000,000","$4,000,000"
203. Roman Josi,Boston Bruins,,UFA,27,D,,81,14,47,61,-3,25:29,-,-,-,-,-,,"$4,000,000","$4,000,000"
204. Dennis Seidenberg,San Jose Sharks,NTC,UFA,36,D,,61,1,11,12,-1,19:23,-,-,-,-,-,,"$4,500,000","$4,000,000"
205. Marco Scandella,Anaheim Ducks,,UFA,27,D,,73,5,16,21,6,20:42,-,-,-,-,-,,"$3,000,000","$4,000,000"
206. Adam Henrique,San Jose Sharks,,UFA,27,C,,80,30,20,50,10,19:49,-,-,-,-,-,,"$4,000,000","$4,000,000"
207. Wayne Simmonds,Anaheim Ducks,M-NTC,UFA,28,"RW, LW",,81,32,28,60,-7,17:14,-,-,-,-,-,,"$3,800,000","$3,975,000"
208. John Carlson,Ottawa Senators,,UFA,27,D,,56,8,31,39,16,23:42,-,-,-,-,-,,"$4,000,000","$3,966,667"
209. Johan Franzen,New Jersey Devils,,UFA,37,"RW, LW",,2,0,1,1,0,12:57,-,-,-,-,-,,"$5,000,000","$3,954,545"
210. Colin Wilson,Colorado Avalanche,,UFA,27,"C, LW",,64,6,18,24,-1,14:27,-,-,-,-,-,,"$3,750,000","$3,937,500"
211. Ondrej Pavelec,Montreal Canadiens,,UFA,29,G,,33,-,-,-,-,-,13,13,1,2.78,.904,,"$4,250,000","$3,900,000"
212. Justin Schultz,New York Islanders,,UFA,27,D,,63,4,14,18,-15,20:07,-,-,-,-,-,,"$3,900,000","$3,900,000"
213. Josh Gorges,St. Louis Blues,M-NTC,UFA,32,D,,77,2,10,12,-7,20:27,-,-,-,-,-,,"$3,900,000","$3,900,000"
214. Michael Del Zotto,Calgary Flames,,UFA,27,D,,52,4,9,13,-8,23:24,-,-,-,-,-,,"$3,750,000","$3,875,000"
215. John-Michael Liles,Edmonton Oilers,M-NTC,UFA,36,D,,81,6,15,21,-10,19:19,-,-,-,-,-,,"$2,750,000","$3,875,000"
216. Travis Hamonic,Philadelphia Flyers,,UFA,26,D,,72,5,16,21,-5,23:49,-,-,-,-,-,,"$3,750,000","$3,857,143"
217. Chris Kunitz,Vegas Golden Knights,M-NTC,UFA,37,LW,,80,17,23,40,29,16:49,-,-,-,-,-,,"$4,000,000","$3,850,000"
218. David Perron,Arizona Coyotes,,UFA,29,"LW, RW",,71,12,24,36,-1,14:48,-,-,-,-,-,,"$4,500,000","$3,812,500"
219. Matt Beleskey,Calgary Flames,NTC,UFA,29,LW,,80,15,22,37,6,15:51,-,-,-,-,-,,"$4,000,000","$3,800,000"
220. Justin Braun,Ottawa Senators,,UFA,30,D,,80,4,19,23,11,20:33,-,-,-,-,-,,"$3,800,000","$3,800,000"
221. Jakob Silfverberg,Ottawa Senators,,UFA,26,"RW, LW",,82,20,19,39,8,16:58,-,-,-,-,-,,"$4,500,000","$3,750,000"
222. Mikkel Boedker,Columbus Blue Jackets,,UFA,27,"LW, RW",,80,17,34,51,-33,18:39,-,-,-,-,-,,"$3,750,000","$3,750,000"
223. Antoine Vermette,Washington Capitals,NMC,UFA,35,"C, LW",,76,17,21,38,-14,16:38,-,-,-,-,-,,"$3,750,000","$3,750,000"
224. Johnny Oduya,New York Rangers,M-NTC,UFA,35,D,,82,4,17,21,8,20:22,-,-,-,-,-,,"$3,750,000","$3,750,000"
225. Marcus Johansson,Vegas Golden Knights,,UFA,26,"C, LW, RW",,74,17,29,46,12,16:38,-,-,-,-,-,,"$3,750,000","$3,750,000"
226. Erik Johnson,Florida Panthers,NTC,UFA,29,D,,73,11,16,27,-19,23:26,-,-,-,-,-,,"$4,250,000","$3,750,000"
227. Brendan Gallagher,Boston Bruins,,UFA,25,RW,,53,19,21,40,13,16:34,-,-,-,-,-,,"$5,500,000","$3,750,000"
228. Anders Lee,Tampa Bay Lightning,,UFA,27,"C, LW",,80,15,21,36,-2,14:34,-,-,-,-,-,,"$2,000,000","$3,750,000"
229. Patrik Berglund,Tampa Bay Lightning,M-NTC,UFA,29,"C, LW",,42,10,5,15,1,15:29,-,-,-,-,-,,"$3,700,000","$3,700,000"
230. Troy Brouwer,Vancouver Canucks,M-NTC,UFA,31,RW,,82,18,21,39,2,16:59,-,-,-,-,-,,"$3,750,000","$3,666,667"
231. Mark Fayne,Detroit Red Wings,,UFA,30,D,,69,2,5,7,-6,16:43,-,-,-,-,-,,"$3,500,000","$3,625,000"
232. Matt Read,New York Islanders,,UFA,31,"RW, LW",,79,11,15,26,-5,15:15,-,-,-,-,-,,"$4,000,000","$3,625,000"
233. Luca Sbisa,Chicago Blackhawks,,UFA,27,D,,41,2,6,8,5,17:22,-,-,-,-,-,,"$3,200,000","$3,600,000"
234. Luke Schenn,San Jose Sharks,M-NTC,UFA,27,D,,72,4,12,16,-2,17:33,-,-,-,-,-,,"$3,350,000","$3,600,000"
235. Brad Stuart,San Jose Sharks,M-NTC,UFA,37,D,,6,0,0,0,-2,14:00,-,-,-,-,-,,"$3,600,000","$3,600,000"
236. Mikael Backlund,Vegas Golden Knights,,UFA,28,C,,82,21,26,47,10,16:25,-,-,-,-,-,,"$3,575,000","$3,575,000"
237. Mark Stone,Carolina Hurricanes,,RFA,25,RW,,75,23,38,61,-4,20:06,-,-,-,-,-,,"$2,250,000","$3,500,000"
238. Kyle Turris,Los Angeles Kings,,UFA,27,C,,57,13,17,30,-15,19:42,-,-,-,-,-,,"$3,500,000","$3,500,000"
239. Jaromir Jagr,Florida Panthers,,UFA,45,RW,,79,27,39,66,23,17:04,-,-,-,-,-,,"$3,500,000","$3,500,000"
240. Cam Atkinson,Minnesota Wild,,UFA,28,RW,,81,27,26,53,-8,17:47,-,-,-,-,-,,"$2,500,000","$3,500,000"
241. Mike Ribeiro,St. Louis Blues,,UFA,37,C,,81,7,43,50,11,17:26,-,-,-,-,-,,"$3,500,000","$3,500,000"
242. Lars Eller,Calgary Flames,,UFA,28,"C, LW, RW",,79,13,13,26,-13,15:15,-,-,-,-,-,,"$2,500,000","$3,500,000"
243. David Desharnais,Dallas Stars,,UFA,30,C,,65,11,18,29,-6,16:00,-,-,-,-,-,,"$3,500,000","$3,500,000"
244. Reilly Smith,Anaheim Ducks,,UFA,26,"RW, LW",,82,25,25,50,19,18:36,-,-,-,-,-,,"$3,350,000","$3,425,000"
245. Jason Demers,Winnipeg Jets,,UFA,29,D,,62,7,16,23,16,20:52,-,-,-,-,-,,"$3,650,000","$3,400,000"
246. Torey Krug,San Jose Sharks,,UFA,26,D,,81,4,40,44,9,21:36,-,-,-,-,-,,"$3,400,000","$3,400,000"
247. Rob Scuderi,Washington Capitals,M-NTC,UFA,38,D,,63,0,10,10,7,11:05,-,-,-,-,-,,"$3,000,000","$3,375,000"
248. Rene Bourque,New York Rangers,M-NTC,UFA,35,LW,,49,3,5,8,-9,10:26,-,-,-,-,-,,"$2,500,000","$3,333,333"
249. Ondrej Palat,Minnesota Wild,,UFA,26,LW,,62,16,24,40,10,17:55,-,-,-,-,-,,"$3,200,000","$3,333,333"
250. Tyler Johnson,Toronto Maple Leafs,,UFA,26,C,,69,14,24,38,4,17:08,-,-,-,-,-,,"$3,200,000","$3,333,333"
251. Cody Franson,Arizona Coyotes,,UFA,29,D,,59,4,13,17,-5,16:50,-,-,-,-,-,,"$4,000,000","$3,325,000"
252. Brandon Sutter,Vegas Golden Knights,,UFA,28,C,,20,5,4,9,3,17:58,-,-,-,-,-,,"$3,300,000","$3,300,000"
253. Trevor Daley,Toronto Maple Leafs,,UFA,33,D,,82,6,22,28,9,14:45,-,-,-,-,-,,"$3,100,000","$3,300,000"
254. Josh Bailey,Montreal Canadiens,,UFA,27,"LW, RW",,81,12,20,32,-7,15:50,-,-,-,-,-,,"$3,500,000","$3,300,000"
255. Artem Anisimov,Montreal Canadiens,,UFA,29,"C, LW",,77,20,22,42,8,18:05,-,-,-,-,-,,"$4,000,000","$3,283,333"
256. Joel Ward,Buffalo Sabres,M-NTC,UFA,36,RW,,79,21,22,43,-15,16:58,-,-,-,-,-,,"$3,275,000","$3,275,000"
257. Brenden Dillon,Philadelphia Flyers,,UFA,26,D,,76,2,9,11,8,16:41,-,-,-,-,-,,"$2,400,000","$3,270,000"
258. Clayton Stoner,Boston Bruins,,UFA,32,D,,50,1,5,6,4,15:21,-,-,-,-,-,,"$3,250,000","$3,250,000"
259. Justin Williams,New York Islanders,,UFA,35,RW,,82,22,30,52,15,16:39,-,-,-,-,-,,"$3,250,000","$3,250,000"
260. Tyler Toffoli,Detroit Red Wings,,UFA,25,"RW, LW",,82,31,27,58,35,17:18,-,-,-,-,-,,"$2,600,000","$3,250,000"
261. Jonathan Huberdeau,Detroit Red Wings,,UFA,24,"LW, C",,76,20,39,59,17,18:08,-,-,-,-,-,,"$2,500,000","$3,250,000"
262. Zbynek Michalek,New York Rangers,,UFA,34,D,,70,2,5,7,3,17:00,-,-,-,-,-,,"$3,200,000","$3,200,000"
263. Charlie Coyle,Minnesota Wild,,UFA,25,"C, RW",,82,21,21,42,1,17:18,-,-,-,-,-,,"$1,900,000","$3,200,000"
264. Carl Gunnarsson,Minnesota Wild,,UFA,30,D,,72,3,6,9,7,17:22,-,-,-,-,-,,"$3,450,000","$3,150,000"
265. Mason Raymond,Toronto Maple Leafs,M-NTC,UFA,31,LW,,29,4,1,5,-3,12:20,-,-,-,-,-,,"$3,150,000","$3,150,000"
266. Matt Stajan,Vancouver Canucks,M-NTC,UFA,33,C,,80,6,11,17,-4,12:41,-,-,-,-,-,,"$3,375,000","$3,125,000"
267. Jared Cowen,New York Rangers,,UFA,26,D,,37,0,4,4,7,16:58,-,-,-,-,-,,"$3,700,000","$3,100,000"
268. Martin Hanzal,Edmonton Oilers,M-NTC,UFA,30,C,,64,13,28,41,-5,17:47,-,-,-,-,-,,"$3,500,000","$3,100,000"
269. Andrew Cogliano,Colorado Avalanche,M-NTC,UFA,30,"LW, RW, C",,82,9,23,32,2,14:25,-,-,-,-,-,,"$2,900,000","$3,000,000"
270. Mathieu Perreault,Tampa Bay Lightning,,UFA,29,"C, LW",,71,9,32,41,-11,16:32,-,-,-,-,-,,"$3,000,000","$3,000,000"
271. Boyd Gordon,Colorado Avalanche,,UFA,33,C,,65,2,2,4,-7,12:12,-,-,-,-,-,,"$3,000,000","$3,000,000"
272. Martin Jones,Vancouver Canucks,,UFA,27,G,,65,-,-,-,-,-,37,23,6,2.27,.918,,"$3,000,000","$3,000,000"
273. Evgeny Kuznetsov,Philadelphia Flyers,,UFA,25,"C, LW",,82,20,57,77,27,17:24,-,-,-,-,-,,"$2,600,000","$3,000,000"
274. Chris Kelly,San Jose Sharks,M-NTC,UFA,36,"C, LW",,11,2,0,2,3,13:05,-,-,-,-,-,,"$2,500,000","$3,000,000"
275. Michael Grabner,St. Louis Blues,,UFA,29,RW,,80,9,9,18,-4,14:28,-,-,-,-,-,,"$5,000,000","$3,000,000"
276. Mikael Granlund,Nashville Predators,,RFA,25,C,,82,13,31,44,-12,18:07,-,-,-,-,-,,"$2,800,000","$3,000,000"
277. Leo Komarov,New York Islanders,,UFA,30,"C, LW",,67,19,17,36,-12,17:50,-,-,-,-,-,,"$2,950,000","$2,950,000"
278. Jamie McGinn,New York Rangers,,UFA,28,"LW, RW",,84,22,17,39,-7,14:40,-,-,-,-,-,,"$3,000,000","$2,950,000"
279. Deryk Engelland,Chicago Blackhawks,,UFA,35,D,,69,3,9,12,7,15:13,-,-,-,-,-,,"$3,000,000","$2,916,667"
280. Ron Hainsey,Colorado Avalanche,M-NTC,UFA,36,D,,81,5,14,19,-13,22:19,-,-,-,-,-,,"$3,000,000","$2,833,333"
281. Karl Alzner,St. Louis Blues,,UFA,28,D,,82,4,17,21,14,21:22,-,-,-,-,-,,"$2,800,000","$2,800,000"
282. Alex Galchenyuk,St. Louis Blues,,UFA,23,"C, LW, RW",,82,30,26,56,-8,16:15,-,-,-,-,-,,"$2,500,000","$2,800,000"
283. Kyle Okposo,Florida Panthers,,UFA,29,RW,,79,22,42,64,-4,18:12,-,-,-,-,-,,"$4,500,000","$2,800,000"
284. Roman Polak,Winnipeg Jets,,UFA,31,D,,79,1,15,16,6,17:49,-,-,-,-,-,,"$3,100,000","$2,750,000"
285. Jori Lehtera,Boston Bruins,,UFA,29,C,,79,9,25,34,12,16:04,-,-,-,-,-,,"$2,250,000","$2,750,000"
286. Adam McQuaid,Buffalo Sabres,,UFA,30,D,,64,1,8,9,6,18:02,-,-,-,-,-,,"$3,000,000","$2,750,000"
287. Cal Clutterbuck,Chicago Blackhawks,,UFA,29,RW,,77,15,8,23,7,11:54,-,-,-,-,-,,"$3,000,000","$2,750,000"
288. Frans Nielsen,Columbus Blue Jackets,,UFA,33,C,,81,20,32,52,1,17:43,-,-,-,-,-,,"$3,500,000","$2,750,000"
289. Tomas Tatar,New York Islanders,,UFA,26,"LW, RW",,81,21,24,45,4,14:21,-,-,-,-,-,,"$2,750,000","$2,750,000"
290. Brendan Smith,Detroit Red Wings,,UFA,28,D,,63,3,12,15,1,17:36,-,-,-,-,-,,"$2,250,000","$2,750,000"
291. Nino Niederreiter,Detroit Red Wings,,RFA,24,RW,,82,20,23,43,9,15:32,-,-,-,-,-,,"$2,600,000","$2,666,667"
292. Jared Spurgeon,Pittsburgh Penguins,,UFA,27,D,,77,11,18,29,11,22:40,-,-,-,-,-,,"$3,600,000","$2,666,667"
293. Colin Greening,Arizona Coyotes,M-NTC,UFA,31,LW,,31,7,8,15,-2,04:00,-,-,-,-,-,,"$2,750,000","$2,650,000"
294. Derek Dorsett,Edmonton Oilers,,UFA,30,RW,,71,5,11,16,-13,12:35,-,-,-,-,-,,"$3,100,000","$2,650,000"
295. Mika Zibanejad,Ottawa Senators,,UFA,24,"C, RW",,81,21,30,51,-2,17:45,-,-,-,-,-,,"$2,000,000","$2,625,000"
296. Mark Stuart,Vancouver Canucks,M-NTC,UFA,33,D,,64,1,2,3,-7,16:21,-,-,-,-,-,,"$3,300,000","$2,625,000"
297. Kris Russell,New Jersey Devils,,UFA,30,D,,62,4,15,19,-5,22:52,-,-,-,-,-,,"$2,600,000","$2,600,000"
298. Tyson Barrie,Dallas Stars,,UFA,26,D,,78,13,36,49,-16,23:11,-,-,-,-,-,,"$3,200,000","$2,600,000"
299. Alex Killorn,Montreal Canadiens,,UFA,27,"C, LW",,81,14,26,40,14,16:47,-,-,-,-,-,,"$2,700,000","$2,550,000"
300. Nail Yakupov,Toronto Maple Leafs,,RFA,23,"RW, LW",,60,8,15,23,-16,14:13,-,-,-,-,-,,"$2,500,000","$2,500,000"
301. Matt Greene,New York Islanders,,UFA,34,D,,3,0,0,0,0,11:45,-,-,-,-,-,,"$2,500,000","$2,500,000"
302. Erik Gudbranson,Washington Capitals,,UFA,25,D,,64,2,7,9,3,20:06,-,-,-,-,-,,"$2,750,000","$2,500,000"
303. Brian Elliott,New York Islanders,,UFA,32,G,,42,-,-,-,-,-,23,8,4,2.07,.930,,"$2,500,000","$2,500,000"
304. Chris Higgins,Nashville Predators,M-NTC,UFA,34,LW,,33,3,1,4,-14,13:46,-,-,-,-,-,,"$2,500,000","$2,500,000"
305. Jannik Hansen,Vegas Golden Knights,M-NTC,UFA,31,RW,,67,22,16,38,16,16:26,-,-,-,-,-,,"$2,500,000","$2,500,000"
306. Lauri Korpikoski,Ottawa Senators,,UFA,30,"LW, RW",,71,10,12,22,-17,13:55,-,-,-,-,-,,"$2,700,000","$2,500,000"
307. Brayden Schenn,Minnesota Wild,,UFA,25,"C, LW",,80,26,33,59,3,16:53,-,-,-,-,-,,"$2,750,000","$2,500,000"
308. Ryan Ellis,Edmonton Oilers,,UFA,26,D,,79,10,22,32,13,20:53,-,-,-,-,-,,"$2,000,000","$2,500,000"
309. Brock Nelson,Detroit Red Wings,,RFA,25,"C, LW",,81,26,14,40,-3,15:48,-,-,-,-,-,,"$1,500,000","$2,500,000"
310. Matt Cooke,Washington Capitals,M-NTC,UFA,38,LW,,0,0,0,0,0,,-,-,-,-,-,,"$3,000,000","$2,500,000"
311. Chris Kreider,Edmonton Oilers,,UFA,26,LW,,79,21,22,43,10,15:57,-,-,-,-,-,,"$2,600,000","$2,475,000"
312. Tommy Wingels,Philadelphia Flyers,,UFA,29,"RW, LW",,68,7,11,18,-10,13:38,-,-,-,-,-,,"$2,475,000","$2,475,000"
313. Blake Comeau,Calgary Flames,,UFA,31,"LW, RW",,81,12,24,36,-9,17:37,-,-,-,-,-,,"$2,400,000","$2,400,000"
314. Jakub Kindl,Minnesota Wild,,UFA,30,D,,44,2,6,8,13,16:27,-,-,-,-,-,,"$2,500,000","$2,400,000"
315. Jaden Schwartz,Anaheim Ducks,,UFA,25,LW,,33,8,14,22,8,17:12,-,-,-,-,-,,"$2,700,000","$2,350,000"
316. Jake Allen,New Jersey Devils,,UFA,26,G,,47,-,-,-,-,-,26,15,6,2.35,.920,,"$2,200,000","$2,350,000"
317. James Reimer,San Jose Sharks,,UFA,29,G,,40,-,-,-,-,-,17,14,3,2.31,.922,,"$2,000,000","$2,300,000"
318. Jimmy Hayes,New York Rangers,,UFA,27,RW,,75,13,16,29,-12,13:49,-,-,-,-,-,,"$2,000,000","$2,300,000"
319. Shawn Matthias,Philadelphia Flyers,,UFA,29,"C, LW",,71,12,16,28,-17,14:47,-,-,-,-,-,,"$2,300,000","$2,300,000"
320. Daniel Winnik,Ottawa Senators,,UFA,32,C,,76,6,13,19,4,14:15,-,-,-,-,-,,"$2,700,000","$2,250,000"
321. Nick Schultz,Los Angeles Kings,,UFA,34,D,,81,1,9,10,-1,17:56,-,-,-,-,-,,"$2,250,000","$2,250,000"
322. Anton Khudobin,Minnesota Wild,,UFA,31,G,,9,-,-,-,-,-,3,3,1,2.70,.909,,"$2,500,000","$2,250,000"
323. Robin Lehner,Vancouver Canucks,,RFA,26,G,,21,-,-,-,-,-,5,9,1,2.47,.924,,"$2,025,000","$2,225,000"
324. Lance Bouma,Vancouver Canucks,,UFA,27,"C, LW, RW",,44,2,5,7,-6,12:02,-,-,-,-,-,,"$2,100,000","$2,200,000"
325. Matt Calvert,Los Angeles Kings,,UFA,27,LW,,73,11,13,24,1,15:07,-,-,-,-,-,,"$1,500,000","$2,200,000"
326. Thomas Hickey,Toronto Maple Leafs,,UFA,28,D,,62,6,12,18,9,17:24,-,-,-,-,-,,"$1,250,000","$2,200,000"
327. Danny DeKeyser,New York Islanders,,UFA,27,D,,78,8,12,20,2,21:48,-,-,-,-,-,,"$2,250,000","$2,187,500"
328. Darren Helm,Toronto Maple Leafs,,UFA,30,C,,77,13,13,26,-2,15:04,-,-,-,-,-,,"$2,500,000","$2,125,000"
329. Ian Cole,Carolina Hurricanes,,UFA,28,D,,70,0,12,12,-3,17:14,-,-,-,-,-,,"$1,500,000","$2,100,000"
330. Brad Richardson,Nashville Predators,,UFA,32,RW,,82,11,20,31,8,15:37,-,-,-,-,-,,"$1,750,000","$2,083,333"
331. Patrick Maroon,New Jersey Devils,,UFA,29,LW,,72,12,15,27,-7,11:23,-,-,-,-,-,,"$1,900,000","$2,000,000"
332. Mike Hoffman,Tampa Bay Lightning,,UFA,27,"LW, C",,78,29,30,59,1,17:32,-,-,-,-,-,,"$2,000,000","$2,000,000"
333. Patrick Wiercioch,Edmonton Oilers,,UFA,26,D,,52,0,5,5,2,17:20,-,-,-,-,-,,"$2,700,000","$2,000,000"
334. Brian Boyle,Anaheim Ducks,,UFA,32,"C, LW",,76,13,7,20,-7,12:54,-,-,-,-,-,,"$2,000,000","$2,000,000"
335. Antoine Roussel,Los Angeles Kings,,UFA,27,LW,,80,13,16,29,11,13:51,-,-,-,-,-,,"$1,800,000","$2,000,000"
336. Andrew Shaw,Ottawa Senators,,UFA,26,"C, LW, RW",,78,14,20,34,11,14:39,-,-,-,-,-,,"$2,500,000","$2,000,000"
337. Eric Fehr,Nashville Predators,,UFA,31,"C, RW",,55,8,6,14,0,13:03,-,-,-,-,-,,"$2,000,000","$2,000,000"
338. Jason Chimera,Buffalo Sabres,M-NTC,UFA,38,"LW, RW",,82,20,20,40,0,14:03,-,-,-,-,-,,"$2,000,000","$2,000,000"
339. Dmitry Orlov,Columbus Blue Jackets,,UFA,26,D,,82,8,21,29,8,16:01,-,-,-,-,-,,"$2,250,000","$2,000,000"
340. Calvin De Haan,Florida Panthers,,RFA,26,D,,72,2,14,16,3,20:37,-,-,-,-,-,,"$2,000,000","$1,966,667"
341. Nick Bonino,Colorado Avalanche,,UFA,29,C,,63,9,20,29,13,15:50,-,-,-,-,-,,"$1,900,000","$1,900,000"
342. Chris Neil,Anaheim Ducks,M-NTC,UFA,38,RW,,80,5,8,13,-3,09:17,-,-,-,-,-,,"$1,500,000","$1,900,000"
343. Cody Eakin,Tampa Bay Lightning,,UFA,26,C,,82,16,19,35,3,16:22,-,-,-,-,-,,"$2,300,000","$1,900,000"
344. Zack Smith,Edmonton Oilers,,UFA,29,C,,81,25,11,36,16,15:23,-,-,-,-,-,,"$2,000,000","$1,887,500"
345. Marcus Foligno,San Jose Sharks,,RFA,25,LW,,75,10,13,23,4,13:11,-,-,-,-,-,,"$2,250,000","$1,875,000"
346. Matt Hendricks,Los Angeles Kings,,UFA,36,LW,,68,5,7,12,2,13:14,-,-,-,-,-,,"$1,850,000","$1,850,000"
347. Adam Burish,Montreal Canadiens,,UFA,34,RW,,0,0,0,0,0,,-,-,-,-,-,,"$1,850,000","$1,850,000"
348. Mark Letestu,St. Louis Blues,,UFA,32,"C, RW",,82,10,15,25,-21,15:46,-,-,-,-,-,,"$1,800,000","$1,800,000"
349. John Mitchell,Pittsburgh Penguins,,UFA,32,C,,71,10,11,21,-7,15:14,-,-,-,-,-,,"$1,800,000","$1,800,000"
350. Justin Abdelkader,Toronto Maple Leafs,,UFA,30,"LW, RW",,82,19,23,42,-16,18:26,-,-,-,-,-,,"$2,250,000","$1,800,000"
351. Steve Downie,Anaheim Ducks,,UFA,30,"RW, LW",,26,3,3,6,1,09:00,-,-,-,-,-,,"$1,750,000","$1,750,000"
352. Jay Beagle,Calgary Flames,,UFA,31,RW,,57,8,9,17,0,14:00,-,-,-,-,-,,"$1,750,000","$1,750,000"
353. Zack Kassian,Calgary Flames,,UFA,26,RW,,36,3,5,8,-7,12:27,-,-,-,-,-,,"$2,000,000","$1,750,000"
354. Sean Couturier,Boston Bruins,,UFA,24,C,,63,11,28,39,8,18:36,-,-,-,-,-,,"$2,000,000","$1,750,000"
355. Matt Bartkowski,Pittsburgh Penguins,,UFA,29,D,,80,6,12,18,-19,18:37,-,-,-,-,-,,"$1,750,000","$1,750,000"
356. Chris Stewart,Florida Panthers,,UFA,29,"RW, LW",,56,8,12,20,2,10:47,-,-,-,-,-,,"$1,700,000","$1,700,000"
357. Jared Boll,New Jersey Devils,,UFA,31,RW,,30,1,2,3,-3,06:39,-,-,-,-,-,,"$1,700,000","$1,700,000"
358. Mike Weber,Ottawa Senators,,UFA,29,D,,45,1,4,5,2,15:54,-,-,-,-,-,,"$2,000,000","$1,666,667"
359. John Moore,Philadelphia Flyers,,UFA,26,D,,73,4,15,19,-12,19:50,-,-,-,-,-,,"$1,300,000","$1,666,667"
360. Melker Karlsson,New Jersey Devils,,UFA,27,"C, RW",,65,10,9,19,5,13:31,-,-,-,-,-,,"$1,450,000","$1,650,000"
361. Nick Holden,St. Louis Blues,,UFA,30,D,,82,6,16,22,-1,21:52,-,-,-,-,-,,"$1,500,000","$1,650,000"
362. Michal Neuvirth,Montreal Canadiens,,UFA,29,G,,32,-,-,-,-,-,18,8,3,2.27,.924,,"$1,500,000","$1,625,000"
363. Nate Thompson,Florida Panthers,,UFA,32,C,,49,3,3,6,-1,11:35,-,-,-,-,-,,"$1,600,000","$1,600,000"
364. Kyle Clifford,Nashville Predators,,UFA,26,LW,,56,3,6,9,-1,09:20,-,-,-,-,-,,"$1,350,000","$1,600,000"
365. Alex Stalock,Philadelphia Flyers,,UFA,29,G,,13,-,-,-,-,-,3,5,0,2.94,.884,,"$1,700,000","$1,600,000"
366. Eric Gelinas,Washington Capitals,,UFA,26,D,,40,1,5,6,-6,12:41,-,-,-,-,-,,"$1,500,000","$1,575,000"
367. Jacob Markstrom,Buffalo Sabres,,UFA,27,G,,33,-,-,-,-,-,13,14,0,2.73,.915,,"$1,500,000","$1,550,000"
368. Alexander Burmistrov,Toronto Maple Leafs,,RFA,25,"C, RW",,81,7,14,21,-11,16:10,-,-,-,-,-,,"$1,500,000","$1,550,000"
369. Trevor Lewis,New York Islanders,,UFA,30,"C, RW, LW",,75,8,8,16,-10,14:33,-,-,-,-,-,,"$1,550,000","$1,525,000"
