PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
774. Keegan Lowe,Arizona Coyotes,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$785,000","$738,333"
775. Petr Mrazek,Columbus Blue Jackets,,RFA,25,G,,54,-,-,-,-,-,27,16,4,2.33,.921,,"$737,500","$737,500"
776. Nikita Soshnikov,Philadelphia Flyers,,RFA,23,RW,,11,2,3,5,-4,15:37,-,-,-,-,-,,"$667,500","$736,667"
777. Kenny Agostino,Philadelphia Flyers,,RFA,25,LW,,2,0,0,0,-2,13:33,-,-,-,-,-,,"$735,000","$735,000"
778. Calle Jarnkrok,Washington Capitals,,UFA,25,C,,81,16,14,30,1,16:08,-,-,-,-,-,,"$735,000","$735,000"
779. Teemu Pulkkinen,Dallas Stars,,RFA,25,LW,,36,6,6,12,2,11:34,-,-,-,-,-,,"$735,000","$735,000"
780. Kyle Platzer,Pittsburgh Penguins,,RFA,22,RW,,0,0,0,0,0,,-,-,-,-,-,,"$710,000","$735,000"
781. Rourke Chartier,St. Louis Blues,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$734,167"
782. Brendan Guhle,Carolina Hurricanes,,RFA,19,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$734,167"
783. Guillaume Brisebois,Colorado Avalanche,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$734,167"
784. Mattias Janmark,Vancouver Canucks,,RFA,24,C,,73,15,14,29,12,14:10,-,-,-,-,-,,"$675,000","$733,750"
785. Erik Cernak,Anaheim Ducks,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$732,500"
786. Alex Lintuniemi,St. Louis Blues,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$729,167"
787. Daniel Altshuller,Detroit Red Wings,,UFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$755,000","$728,333"
788. Spencer Martin,Toronto Maple Leafs,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$692,500","$728,333"
789. Chandler Stephenson,Anaheim Ducks,,RFA,23,C,,9,0,0,0,-3,07:51,-,-,-,-,-,,"$692,500","$725,833"
790. Carter Hutton,Ottawa Senators,,UFA,31,G,,17,-,-,-,-,-,7,5,2,2.33,.918,,"$750,000","$725,000"
791. Keith Kinkaid,Buffalo Sabres,,UFA,28,G,,23,-,-,-,-,-,9,9,2,2.81,.904,,"$700,000","$725,000"
792. Brendan Woods,Calgary Flames,,UFA,25,LW,,5,0,0,0,0,08:42,-,-,-,-,-,,"$775,000","$725,000"
793. Justin Florek,Winnipeg Jets,,UFA,26,LW,,0,0,0,0,0,,-,-,-,-,-,,"$725,000","$725,000"
794. Brian Lashoff,Winnipeg Jets,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$850,000","$725,000"
795. Christian Folin,Chicago Blackhawks,,UFA,26,D,,26,0,4,4,-1,14:34,-,-,-,-,-,,"$600,000","$725,000"
796. Keegan Kolesar,Chicago Blackhawks,,RFA,20,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$722,500"
797. Chase De Leo,Pittsburgh Penguins,,RFA,21,C,,2,0,0,0,1,09:25,-,-,-,-,-,,"$685,000","$720,833"
798. Scott Kosmachuk,Los Angeles Kings,,UFA,23,RW,,8,0,3,3,1,11:32,-,-,-,-,-,,"$742,500","$720,000"
799. Thomas Vannelli,Arizona Coyotes,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$720,000"
800. Nicholas Baptiste,Buffalo Sabres,,RFA,21,RW,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$718,333"
801. T.J. Tynan,New York Islanders,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$717,500"
802. Vinnie Hinostroza,Toronto Maple Leafs,,RFA,23,C,,7,0,0,0,-1,08:41,-,-,-,-,-,,"$667,500","$717,500"
803. Markus Hannikainen,Minnesota Wild,,RFA,24,LW,,4,0,0,0,-2,07:08,-,-,-,-,-,,"$692,500","$717,500"
804. Axel Holmström,Nashville Predators,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
805. Jack Dougherty,Montreal Canadiens,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
806. Ryan Dzingel,Washington Capitals,,UFA,25,"C, RW",,30,3,6,9,4,10:47,-,-,-,-,-,,"$740,000","$715,000"
807. Gregory Chase,Montreal Canadiens,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$715,000"
808. Zachary Fucale,Washington Capitals,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$742,500","$714,167"
809. Travis Ewanyk,New Jersey Devils,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$750,000","$713,333"
810. Pierre-Edouard Bellemare,Florida Panthers,,UFA,32,"LW, C",,74,7,7,14,-8,13:34,-,-,-,-,-,,"$700,000","$712,500"
811. Chris VandeVelde,Dallas Stars,,UFA,30,"C, LW",,79,2,12,14,-7,13:33,-,-,-,-,-,,"$700,000","$712,500"
812. Nikita Kucherov,Detroit Red Wings,,RFA,24,RW,,77,30,36,66,9,18:12,-,-,-,-,-,,"$700,000","$711,667"
813. Chris Tierney,Pittsburgh Penguins,,RFA,23,C,,79,7,13,20,-16,13:11,-,-,-,-,-,,"$792,500","$711,667"
814. Christian Djoos,Edmonton Oilers,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$675,000","$711,667"
815. Colin Stevens,Florida Panthers,,UFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$685,000","$710,000"
816. Blake Siebenaler,Calgary Flames,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$709,167"
817. Mackenzie Blackwood,New York Rangers,,RFA,20,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$709,167"
818. Pheonix Copley,Columbus Blue Jackets,,UFA,25,G,,1,-,-,-,-,-,0,0,0,2.50,.833,,"$767,500","$705,000"
819. Valentin Zykov,Pittsburgh Penguins,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$702,500","$705,000"
820. Travis Boyd,San Jose Sharks,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$705,000"
821. Madison Bowey,Chicago Blackhawks,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$703,333"
822. Nicolas Aube-Kubel,Boston Bruins,,RFA,21,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$703,333"
823. Brian Hart,Vancouver Canucks,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$703,333"
824. Radel Fazleev,San Jose Sharks,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$702,500"
825. Oskar Sundqvist,Vegas Golden Knights,,RFA,23,C,,18,1,3,4,0,10:18,-,-,-,-,-,,"$667,500","$700,833"
826. Andrew Nielsen,Ottawa Senators,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$700,833"
827. Jordie Benn,Pittsburgh Penguins,,UFA,30,D,,64,3,9,12,2,15:39,-,-,-,-,-,,"$850,000","$700,000"
828. Taylor Chorney,Carolina Hurricanes,,UFA,30,D,,55,1,5,6,8,13:11,-,-,-,-,-,,"$700,000","$700,000"
829. Martin Marincin,Florida Panthers,,RFA,25,D,,65,1,6,7,-3,16:46,-,-,-,-,-,,"$700,000","$700,000"
830. Derek Grant,Los Angeles Kings,,UFA,27,C,,15,0,1,1,-7,10:52,-,-,-,-,-,,"$700,000","$700,000"
831. Cole Schneider,Vegas Golden Knights,,UFA,26,"LW, RW",,2,0,0,0,0,12:37,-,-,-,-,-,,"$700,000","$700,000"
832. Greg McKegg,New York Islanders,,RFA,25,C,,15,2,0,2,1,08:15,-,-,-,-,-,,"$700,000","$700,000"
833. Brad Boyes,Vegas Golden Knights,,UFA,35,"RW, C",,60,8,16,24,-6,11:58,-,-,-,-,-,,"$700,000","$700,000"
834. Scottie Upshall,Dallas Stars,,UFA,33,LW,,70,6,8,14,5,10:56,-,-,-,-,-,,"$700,000","$700,000"
835. Magnus Paajarvi,Vancouver Canucks,,UFA,26,LW,,48,3,6,9,-9,12:51,-,-,-,-,-,,"$700,000","$700,000"
836. Cal O'Reilly,Edmonton Oilers,,UFA,30,C,,20,3,4,7,-1,11:10,-,-,-,-,-,,"$700,000","$700,000"
837. Shane Prince,Pittsburgh Penguins,,RFA,24,LW,,62,6,11,17,5,12:29,-,-,-,-,-,,"$700,000","$700,000"
838. Jan Kostalek,Detroit Red Wings,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$660,000","$693,333"
839. Tobias Lindberg,Tampa Bay Lightning,,RFA,22,LW,,6,0,2,2,0,15:50,-,-,-,-,-,,"$660,000","$693,333"
840. Viktor Loov,Edmonton Oilers,,RFA,24,D,,4,0,2,2,4,10:27,-,-,-,-,-,,"$692,500","$692,500"
841. Reid Boucher,Arizona Coyotes,,RFA,23,LW,,39,8,11,19,-13,14:16,-,-,-,-,-,,"$742,500","$692,500"
842. Raman Hrabarenka,New Jersey Devils,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$692,500"
843. Brayden Point,Detroit Red Wings,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$692,500"
844. Riley Barber,Dallas Stars,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
845. Dominic Turgeon,Montreal Canadiens,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$692,500"
846. Grayson Downing,Winnipeg Jets,,RFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$692,500"
847. Dylan Labbe,Dallas Stars,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
848. Zach Palmquist,Winnipeg Jets,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$692,500"
849. Nick Moutrey,Vancouver Canucks,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
850. Ryan Kujawinski,Columbus Blue Jackets,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
851. Juuse Saros,Ottawa Senators,,RFA,22,G,,1,-,-,-,-,-,0,1,0,3.10,.870,,"$667,500","$692,500"
852. Hunter Smith,Tampa Bay Lightning,,RFA,21,RW,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
853. Vili Saarijärvi,Carolina Hurricanes,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$692,500"
854. Luke Opilka,Nashville Predators,,RFA,20,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$692,500"
855. Dominik Simon,Detroit Red Wings,,RFA,22,C,,3,0,1,1,0,06:04,-,-,-,-,-,,"$667,500","$692,500"
856. Michael Bunting,St. Louis Blues,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
857. Daniel Sprong,Buffalo Sabres,,RFA,20,RW,,18,2,0,2,-1,08:43,-,-,-,-,-,,"$667,500","$692,500"
858. Nick Ebert,Toronto Maple Leafs,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$666,250","$691,667"
859. Dmytro Timashov,St. Louis Blues,,RFA,20,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$691,667"
860. Conor Garland,St. Louis Blues,,RFA,21,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$691,667"
861. Ben Sexton,Philadelphia Flyers,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$715,000","$690,000"
862. Garnet Hathaway,Ottawa Senators,,RFA,25,RW,,14,0,3,3,-1,12:01,-,-,-,-,-,,"$657,500","$690,000"
863. Alexandre Carrier,Washington Capitals,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$690,000"
864. Anthony Richard,Nashville Predators,,RFA,20,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$690,000"
865. William Carrier,Florida Panthers,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$689,167"
866. Pavel Jenys,New Jersey Devils,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$688,333"
867. Freddie Hamilton,Tampa Bay Lightning,,RFA,25,C,,4,1,1,2,1,12:42,-,-,-,-,-,,"$687,500","$687,500"
868. Steve Michalek,San Jose Sharks,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$650,000","$687,500"
869. Connor Brown,Colorado Avalanche,,RFA,23,RW,,7,1,5,6,-2,14:58,-,-,-,-,-,,"$717,500","$686,667"
870. Troy Donnay,Montreal Canadiens,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$680,000","$686,667"
871. Steven Hodges,Ottawa Senators,,UFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$685,000","$685,000"
872. Kevin Connauton,Philadelphia Flyers,,UFA,27,D,,65,5,12,17,7,17:33,-,-,-,-,-,,"$800,000","$683,333"
873. Ben Betker,Pittsburgh Penguins,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$683,333"
874. Lucas Wallmark,Nashville Predators,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$683,333"
875. Victor Rask,Colorado Avalanche,,UFA,24,C,,80,21,27,48,-6,16:58,-,-,-,-,-,,"$750,000","$680,833"
876. Joakim Ryan,Pittsburgh Penguins,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$660,000","$680,000"
877. MacKenzie Weegar,Vancouver Canucks,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$680,000","$680,000"
878. Danick Martel,Carolina Hurricanes,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$680,000"
879. Cole Bardreau,Carolina Hurricanes,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$680,000"
880. Joseph Labate,Boston Bruins,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$680,000","$680,000"
881. Blake Coleman,New York Islanders,,RFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$680,000"
882. Robbie Russo,Pittsburgh Penguins,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$680,000"
883. Dysin Mayo,Detroit Red Wings,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$680,000"
884. Josh Anderson,Detroit Red Wings,,RFA,23,RW,,12,1,3,4,0,10:41,-,-,-,-,-,,"$692,500","$678,333"
885. Tyrell Goulbourne,San Jose Sharks,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$677,500"
886. T.J. Brennan,New Jersey Devils,,UFA,28,D,,7,1,0,1,-6,15:05,-,-,-,-,-,,"$675,000","$675,000"
887. Anthony Peluso,Arizona Coyotes,,UFA,28,RW,,35,1,4,5,4,06:23,-,-,-,-,-,,"$650,000","$675,000"
888. Curtis McKenzie,Montreal Canadiens,,UFA,26,LW,,3,0,0,0,-1,08:48,-,-,-,-,-,,"$650,000","$675,000"
889. Jack Skille,Anaheim Ducks,,UFA,30,RW,,0,0,0,0,0,,-,-,-,-,-,,"$675,000","$675,000"
890. Garrett Wilson,Buffalo Sabres,,UFA,26,LW,,29,0,0,0,-3,09:22,-,-,-,-,-,,"$675,000","$675,000"
891. Chris Butler,Philadelphia Flyers,,UFA,30,D,,5,0,0,0,-1,11:30,-,-,-,-,-,,"$675,000","$675,000"
892. Trevor Carrick,Montreal Canadiens,,RFA,23,D,,2,0,0,0,-1,16:39,-,-,-,-,-,,"$700,000","$675,000"
893. Mason Geertsen,Philadelphia Flyers,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$675,000"
894. Ashton Sautner,Pittsburgh Penguins,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$675,000"
895. Joel Lowry,Tampa Bay Lightning,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$675,000"
896. Jonathan Racine,Los Angeles Kings,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$674,167"
897. Logan Shaw,Calgary Flames,,RFA,24,RW,,53,5,2,7,-7,12:14,-,-,-,-,-,,"$692,500","$674,167"
898. Samuel Blais,Minnesota Wild,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$672,500"
899. Xavier Ouellet,Carolina Hurricanes,,RFA,23,D,,5,0,1,1,-2,16:14,-,-,-,-,-,,"$650,000","$670,000"
900. Garret Sparks,Washington Capitals,,RFA,24,G,,17,-,-,-,-,-,6,9,1,3.02,.893,,"$670,000","$670,000"
901. Ondrej Kase,Detroit Red Wings,,RFA,21,RW,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$670,000"
902. Nicholas Paul,Carolina Hurricanes,,RFA,22,LW,,24,2,3,5,-3,12:11,-,-,-,-,-,,"$667,500","$670,000"
903. Justin Bailey,Detroit Red Wings,,RFA,22,RW,,8,0,0,0,-2,11:36,-,-,-,-,-,,"$667,500","$670,000"
904. Austin Carroll,Nashville Predators,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$670,000"
905. James Lodge,Tampa Bay Lightning,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,"$660,000","$668,333"
906. Connor Hellebuyck,Los Angeles Kings,,RFA,24,G,,26,-,-,-,-,-,13,11,2,2.34,.918,,"$667,500","$667,500"
907. Tanner Kero,Carolina Hurricanes,,RFA,25,C,,17,1,2,3,-2,12:17,-,-,-,-,-,,"$667,500","$667,500"
908. Erik Gustafsson,Los Angeles Kings,,RFA,25,D,,41,0,14,14,11,15:26,-,-,-,-,-,,"$667,500","$667,500"
909. Conor Sheary,Minnesota Wild,,RFA,25,LW,,44,7,3,10,-1,09:45,-,-,-,-,-,,"$667,500","$667,500"
910. Kevin Gravel,Columbus Blue Jackets,,RFA,25,D,,5,0,0,0,0,11:40,-,-,-,-,-,,"$667,500","$667,500"
911. Joel Hanley,Florida Panthers,,UFA,26,D,,10,0,6,6,0,15:59,-,-,-,-,-,,"$667,500","$667,500"
912. Nolan Valleau,New York Rangers,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$667,500"
913. Jason Kasdorf,Vegas Golden Knights,,RFA,25,G,,1,-,-,-,-,-,0,1,0,4.00,.867,,"$667,500","$667,500"
914. Victor Bartley,Arizona Coyotes,,UFA,29,D,,10,0,0,0,2,13:19,-,-,-,-,-,,"$800,000","$666,667"
915. Ross Johnston,New York Rangers,,RFA,23,LW,,1,0,0,0,0,16:17,-,-,-,-,-,,"$620,000","$666,667"
916. Alexey Marchenko,Dallas Stars,,RFA,25,D,,66,2,9,11,-5,16:49,-,-,-,-,-,,"$700,000","$666,667"
917. Kurtis Gabriel,New York Islanders,,RFA,24,RW,,3,0,0,0,1,04:29,-,-,-,-,-,,"$650,000","$666,667"
918. Anthony Bitetto,New Jersey Devils,,UFA,27,D,,28,1,5,6,0,12:08,-,-,-,-,-,,"$665,500","$665,500"
919. Brett Lernout,Winnipeg Jets,,RFA,21,D,,1,0,0,0,0,06:30,-,-,-,-,-,,$0,"$665,000"
920. Mark MacMillan,Detroit Red Wings,,UFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$665,000"
921. Tyler Lewington,Los Angeles Kings,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$638,000","$665,000"
922. Daniel Audette,Carolina Hurricanes,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$665,000"
923. Mackenzie Skapski,Arizona Coyotes,,UFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$655,000","$663,333"
924. Zachary Pochiro,Carolina Hurricanes,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$663,333"
925. Tim McGauley,Colorado Avalanche,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$663,333"
926. Blake Pietila,Vegas Golden Knights,,RFA,24,LW,,7,1,1,2,0,12:02,-,-,-,-,-,,"$650,000","$662,500"
927. Vincent Trocheck,Anaheim Ducks,,UFA,24,"C, RW",,76,25,28,53,15,17:46,-,-,-,-,-,,"$600,000","$661,667"
928. Philippe Desrosiers,Buffalo Sabres,,RFA,21,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$667,500","$661,667"
929. Tyler Bertuzzi,Colorado Avalanche,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$661,667"
930. Josh Archibald,Los Angeles Kings,,RFA,24,RW,,1,0,0,0,0,05:02,-,-,-,-,-,,"$667,500","$659,167"
931. Laurent Brossoit,Vancouver Canucks,,RFA,24,G,,5,-,-,-,-,-,0,4,0,3.60,.873,,"$692,500","$659,167"
932. Joshua Brown,Winnipeg Jets,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$658,333"
933. Brett Kulak,Vegas Golden Knights,,RFA,23,D,,8,0,0,0,-2,12:20,-,-,-,-,-,,"$655,000","$656,667"
934. Ryan Culkin,Ottawa Senators,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$656,667"
935. Ryan Graves,Minnesota Wild,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$660,000","$656,667"
936. Oliver Bjorkstrand,Ottawa Senators,,RFA,22,RW,,12,4,4,8,6,15:58,-,-,-,-,-,,"$667,500","$655,833"
937. Scott Wilson,Ottawa Senators,,RFA,25,LW,,24,5,1,6,0,10:41,-,-,-,-,-,,"$667,500","$655,000"
938. Antoine Bibeau,Vegas Golden Knights,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$655,000","$655,000"
939. Anton Forsberg,Columbus Blue Jackets,,RFA,24,G,,4,-,-,-,-,-,1,3,0,3.03,.907,,"$700,000","$655,000"
940. Colby Cave,Toronto Maple Leafs,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$655,000"
941. MacKenze Stewart,Detroit Red Wings,,RFA,21,"D, LW",,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$655,000"
942. Cavan Fitzgerald,Pittsburgh Penguins,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$654,167"
943. Brendan Leipsic,Anaheim Ducks,,RFA,23,LW,,6,1,2,3,-1,14:14,-,-,-,-,-,,"$692,500","$653,333"
944. Jean Dupuy,Nashville Predators,,UFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$653,333"
945. Ben Harpur,Los Angeles Kings,,RFA,22,D,,5,0,1,1,1,13:39,-,-,-,-,-,,"$655,000","$653,333"
946. Bryan Rust,Tampa Bay Lightning,,RFA,25,RW,,41,4,7,11,1,12:29,-,-,-,-,-,,"$665,000","$652,500"
947. Patrick Brown,Los Angeles Kings,,RFA,25,C,,7,1,1,2,4,12:36,-,-,-,-,-,,"$665,000","$652,500"
948. Colton Sceviour,Chicago Blackhawks,,UFA,28,"C, RW",,71,11,12,23,6,12:40,-,-,-,-,-,,"$700,000","$650,000"
949. Jack Campbell,New Jersey Devils,,RFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$650,000","$650,000"
950. Oscar Lindberg,Dallas Stars,,UFA,25,C,,68,13,15,28,12,12:10,-,-,-,-,-,,"$600,000","$650,000"
951. Christopher Gibson,Buffalo Sabres,,RFA,24,G,,4,-,-,-,-,-,1,1,0,3.40,.882,,"$675,000","$650,000"
952. Brayden McNabb,Columbus Blue Jackets,,UFA,26,D,,81,2,12,14,11,18:48,-,-,-,-,-,,"$675,000","$650,000"
953. Andrew Bodnarchuk,Philadelphia Flyers,,UFA,29,D,,37,0,4,4,-7,10:39,-,-,-,-,-,,"$650,000","$650,000"
954. Michael Chaput,Columbus Blue Jackets,,RFA,25,C,,8,1,1,2,3,08:59,-,-,-,-,-,,"$650,000","$650,000"
955. Brad Malone,Columbus Blue Jackets,,UFA,28,"C, LW",,57,2,4,6,-11,09:32,-,-,-,-,-,,"$700,000","$650,000"
956. Chad Ruhwedel,Minnesota Wild,,UFA,27,D,,1,0,0,0,0,15:30,-,-,-,-,-,,"$675,000","$650,000"
957. Graham Black,Florida Panthers,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
958. Ben Street,San Jose Sharks,,UFA,30,C,,7,0,0,0,-1,07:20,-,-,-,-,-,,"$650,000","$650,000"
959. Daniel Walcott,Carolina Hurricanes,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$650,000"
960. Oleg Yevenko,Tampa Bay Lightning,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
961. Braden Christoffer,Colorado Avalanche,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$650,000"
962. Marek Langhamer,Vancouver Canucks,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$648,333","$648,333"
963. Joseph Blandisi,Colorado Avalanche,,RFA,23,C,,41,5,12,17,-14,15:36,-,-,-,-,-,,"$665,000","$648,333"
964. Zach Nastasiuk,Ottawa Senators,,RFA,22,RW,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$647,500"
965. Connor Crisp,Carolina Hurricanes,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$646,667"
966. Dalton Thrower,Boston Bruins,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$648,750","$646,667"
967. Cole Ully,Edmonton Oilers,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$646,667"
968. Michael McNiven,Detroit Red Wings,,RFA,20,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$646,667"
969. JC Lipon,Detroit Red Wings,,RFA,24,RW,,9,0,1,1,0,06:58,-,-,-,-,-,,"$675,000","$645,000"
970. Gemel Smith,Colorado Avalanche,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$645,000"
971. Eric Comrie,Carolina Hurricanes,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$667,500","$645,000"
972. Anton Cederholm,Montreal Canadiens,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$645,000"
973. Alex Broadhurst,New York Islanders,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$660,000","$643,333"
974. Max McCormick,Nashville Predators,,UFA,25,LW,,20,2,2,4,-4,10:27,-,-,-,-,-,,"$655,000","$642,500"
975. Cameron Darcy,Pittsburgh Penguins,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$641,667"
976. Tyler Ganly,Florida Panthers,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$640,000"
977. Trevor Murphy,Columbus Blue Jackets,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$640,000"
978. Martin Frk,Tampa Bay Lightning,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$639,167"
979. Dmitrii Sergeev,Los Angeles Kings,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$638,333"
980. Nicolas Deslauriers,Carolina Hurricanes,,UFA,26,LW,,70,6,6,12,-14,10:19,-,-,-,-,-,,"$650,000","$637,500"
