Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%
574,CARSON, BRETT,Calgary,D,12,127.617,3,6,1.41,2.821,33.33,2.0672,2.5605,44.67,-0.6567,0.2605,-11.34,-0.8006,0.4798,-15.24,2.0316,2.2122,47.87,66,63,4.5455,90.4762,95.0217,7.7499,91.2479,-3.2044,-0.7717,-3.1469,-2.9062,7.3748,92.3113,114,120,53.598,56.419,48.72,3.1576,0.4608,1.31,3.524,-5.6209,4.05,51.4148,54.6088,48.49,2.6316,95,97.6316,4.0983,95.4243,-1.4667,-0.4243,-1.784,-1.2264,3.9515,95.949,21.6691,15,25,22.8457,20.1005,31.3253,16.4179,23.6715,0,1,0,1,0,7,14,0,0,0,0.4702,0,0.4702,0,3.2911,6.5822,0,33.33,33.33,0,134,49,33,52,36.5672,24.6269,38.806
575,EMMERTON, CORY,Detroit,F(C),137,1093.92,28,29,1.536,1.591,49.12,2.2142,2.0164,52.34,-0.6785,-0.4258,-3.22,-0.9555,-0.3533,-7.05,2.0029,2.1574,48.14,483,504,5.7971,94.246,100.0431,7.4583,92.6362,-1.6612,1.6099,-2.1587,1.4065,7.2956,92.3913,855,900,46.896,49.364,48.72,-7.089,0.7496,-3.9,-10.158,1.728,-5.78,51.5539,53.4656,49.09,3.2749,96.7778,100.0527,4.1016,95.8523,-0.8268,0.9255,-1.0917,0.8585,3.885,95.9648,16.9215,11.1554,14.2857,14.3408,17.4284,17.8537,15.9851,15.7336,11,7,3,18,14,132,204,8.333333333,5.392156863,0.6033,0.3839,0.1645,0.9873,0.7679,7.24,11.1892,39.29,25,64.29,50,950,326,258,366,34.3158,27.1579,38.5263
576,CROMBEEN, BJ,Tampa Bay,F(RW),139,1199.6,24,26,1.2,1.3,48,2.2205,2.3296,48.8,-1.0201,-1.0292,-0.8,-1.4375,-0.8772,-6.78,2.1921,2.2718,49.11,510,522,4.7059,95.0192,99.7251,8.0246,91.5359,-3.3187,3.4832,-4.1587,2.6539,7.672,92.2263,960,1011,48.016,50.567,48.71,-3.4801,-2.6876,-0.45,-6.8407,-3.4816,-1.66,53.619,54.6772,49.51,2.5,97.4283,99.9283,4.312,95.6255,-1.812,1.8028,-2.3087,1.4574,4.0883,95.8451,18.3291,9.2664,11.8182,16.4187,17.3532,13.7715,18.986,17.6647,4,14,7,18,11,150,255,2.666666667,1.568627451,0.2001,0.7002,0.3501,0.9003,0.5502,7.5025,12.7543,16.67,58.33,75,45.83,1029,413,352,264,40.1361,34.208,25.656
577,MATTHIAS, SHAWN,Vancouver,F(C),204,2350,80,97,2.043,2.477,45.2,1.8973,2.4231,43.92,0.1452,0.0535,1.28,0.0793,-0.0118,1.1,2.2321,2.2839,49.43,1093,1202,7.3193,91.9301,99.2494,6.6021,91.7809,0.7172,0.1493,0.5973,0.5047,7.8076,92.1463,2020,2129,51.574,54.357,48.69,-1.4713,1.1175,-1.22,-2.7009,2.1826,-2.3,53.7205,54.7047,49.55,3.9604,95.4439,99.4043,3.5767,95.4488,0.3837,-0.0049,0.3432,0.2132,4.155,95.825,24.0371,24.7678,23.9506,23.1174,24.7933,20.7201,24.6218,23.9022,27,28,16,55,43,307,494,8.794788274,5.465587045,0.6894,0.7149,0.4085,1.4043,1.0979,7.8383,12.6128,33.75,35,68.75,53.75,2049,811,651,587,39.5803,31.7716,28.6481
578,DAUGAVINS, KASPARS,Boston,F(LW),90,815.9,26,37,1.912,2.721,41.27,2.1184,2.2729,48.24,-0.2064,0.448,-6.97,-0.4493,0.7243,-12.91,2.2621,2.2846,49.75,408,447,6.3725,91.7226,98.0951,6.808,92.4837,-0.4354,-0.7611,-1.2508,-1.824,7.9298,92.1485,783,825,57.581,60.669,48.69,-1.135,6.618,-3.37,-2.545,5.3009,-3.37,53.6759,54.7763,49.49,3.3206,95.5152,98.8358,3.6079,95.7949,-0.2873,-0.2797,-0.6067,-0.8787,4.2143,95.8293,19.1003,16.0494,24.3421,18.4409,20.5531,17.5345,20.6718,18.7666,6,5,2,11,8,102,186,5.882352941,3.225806452,0.4412,0.3677,0.1471,0.8089,0.5883,7.5009,13.6781,23.08,19.23,42.31,30.77,752,283,240,229,37.633,31.9149,30.4521
579,ADAM, LUKE,Buffalo,F(C),68,732.55,25,26,2.048,2.13,49.02,2.0915,2.305,47.57,-0.0438,-0.1755,1.45,0.1285,-0.1054,2.82,2.208,2.2951,49.03,322,387,7.764,93.2817,101.0457,7.5143,92.4792,0.2497,0.8025,0.8584,0.719,7.6783,92.1232,609,642,49.881,52.583,48.68,-1.649,-3.84,0.95,-1.0608,-3.7994,1.22,54.1181,54.2379,49.94,4.1051,95.9502,100.0553,4.0588,95.9148,0.0463,0.0354,0.3378,-0.086,4.08,95.7685,22.8747,24.0385,22.0339,22.5055,21.6672,23.7527,19.5011,20.5962,12,7,3,19,15,86,169,13.95348837,7.100591716,0.9829,0.5733,0.2457,1.5562,1.2286,7.0439,13.8421,48,28,76,60,619,228,172,219,36.8336,27.7868,35.3796
580,HARRISON, JAY,Carolina,D,187,2935.7,99,123,2.023,2.514,44.59,2.2076,2.482,47.07,-0.1843,0.0319,-2.48,-0.1551,0.2149,-4.06,2.2281,2.2831,49.39,1474,1584,6.7164,92.2348,98.9512,7.4542,91.9214,-0.7377,0.3135,-0.45,-0.2422,7.7726,92.1098,2808,2962,57.39,60.538,48.67,0.3822,3.4895,-1.32,-1.1677,3.7166,-2.09,53.7057,54.1933,49.77,3.5256,95.8474,99.373,3.8725,95.6493,-0.3469,0.1981,-0.1946,-0.1067,4.1488,95.7872,32.9396,31.3291,34.9432,32.4962,34.354,33.9589,31.4829,29.0032,11,20,10,31,21,205,481,5.365853659,2.286902287,0.2248,0.4088,0.2044,0.6336,0.4292,4.1898,9.8307,11.11,20.2,31.31,21.21,2688,902,845,941,33.5565,31.436,35.0074
581,PALMIERI, KYLE,Anaheim,F(C),131,1373.73,70,52,3.057,2.271,57.38,2.4287,2.1163,53.44,0.6287,0.1549,3.94,0.4484,0.0806,3.02,2.2229,2.2141,50.1,644,648,10.8696,91.9753,102.8449,8.5295,92.4634,2.3401,-0.4881,1.7356,-0.103,7.7038,92.2273,1222,1289,53.373,56.299,48.67,-0.2928,1.3896,-0.76,-0.1734,1.7438,-0.87,54.0961,53.325,50.36,5.7283,95.9659,101.6942,4.5256,96.1459,1.2027,-0.18,0.8559,-0.0188,4.1091,95.848,21.9827,24.8227,22.6087,21.9271,22.5271,23.5718,21.6787,21.7603,25,27,12,52,37,224,387,11.16071429,6.45994832,1.0919,1.1793,0.5241,2.2712,1.616,9.7836,16.9028,35.71,38.57,74.29,52.86,1371,492,421,458,35.8862,30.7075,33.4063
582,SCHENN, BRAYDEN,Philadelphia,F(C),183,2264.62,84,95,2.226,2.517,46.93,2.5155,2.4151,51.02,-0.29,0.1019,-4.09,-0.1061,0.0878,-2.05,2.1982,2.2541,49.37,1097,1202,7.6572,92.0965,99.7537,8.5513,91.9034,-0.894,0.1931,-0.3254,0.4747,7.647,92.1927,2105,2221,55.771,58.844,48.66,-0.0657,2.0701,-0.92,-0.0121,3.4418,-1.51,53.8073,54.1075,49.86,3.9905,95.7226,99.7131,4.5051,95.7462,-0.5146,-0.0235,-0.1893,0.1072,4.0853,95.834,26.9121,26.0062,27.6163,26.9078,28.1139,28.4053,23.6327,26.1504,28,27,14,55,42,275,488,10.18181818,5.737704918,0.7418,0.7154,0.3709,1.4572,1.1128,7.286,12.9293,33.33,32.14,65.48,50,2070,807,579,684,38.9855,27.971,33.0435
583,KOIVU, SAKU,Anaheim,F(C),186,2382.43,100,83,2.518,2.09,54.64,2.2481,2.1979,50.56,0.2703,-0.1076,4.08,0.0417,-0.0487,0.99,2.2897,2.23,50.66,1079,1124,9.2678,92.6157,101.8835,7.9027,92.2587,1.3651,0.357,0.459,0.3002,7.8065,92.229,2032,2145,51.175,54.02,48.65,-2.4498,-1.1788,-0.63,-2.198,-1.6226,-0.31,54.8971,53.6941,50.55,4.9213,96.1305,101.0518,4.1924,96.0182,0.7289,0.1124,0.2807,-0.0253,4.1709,95.8468,27.1414,27.4725,26.6881,26.3178,26.5602,26.4614,30.7192,30.9774,21,49,18,70,39,180,318,11.66666667,6.603773585,0.5289,1.234,0.4533,1.7629,0.9822,4.5332,8.0086,21,49,70,39,2455,973,803,679,39.6334,32.7088,27.6578
584,SUTER, RYAN,Minnesota,D,209,4215.68,151,132,2.149,1.879,53.36,2.0618,2.2486,47.83,0.0873,-0.3699,5.52,0.0126,-0.3816,4.77,2.364,2.2333,51.42,1917,1974,7.8769,93.3131,101.19,7.6786,91.9932,0.1983,1.3199,-0.3244,1.4182,8.0056,92.2104,3461,3653,49.259,51.992,48.65,-0.5055,-1.7287,0.56,0.8627,-1.3382,1.08,55.2624,53.5886,50.77,4.3629,96.3865,100.7494,4.1432,95.8142,0.2197,0.5723,-0.0517,0.625,4.2778,95.8326,42.0351,42.1788,37.6068,42.4663,41.4172,49.841,45.3749,44.8387,6,43,11,49,17,229,478,2.620087336,1.255230126,0.0854,0.612,0.1566,0.6974,0.242,3.2593,6.8032,3.97,28.48,32.45,11.26,4338,1529,1398,1411,35.2467,32.2268,32.5265
585,DIAZ, RAPHAEL,NY Rangers,D,145,2032.2,56,61,1.653,1.801,47.86,2.3006,2.2881,50.14,-0.6472,-0.4871,-2.27,-0.5261,-0.3148,-2.88,2.2219,2.2617,49.56,913,921,6.1336,93.3768,99.5104,8.2004,92.1932,-2.0668,1.1836,-1.5621,0.8274,7.7125,92.2365,1824,1925,53.853,56.835,48.65,0.4165,0.4138,0.01,-0.7495,1.6462,-1.08,54.0621,54.3244,49.88,3.0702,96.8312,99.9014,4.3053,95.9446,-1.2351,0.8865,-0.9214,0.6649,4.1099,95.8367,30.1528,24.6696,26.8722,29.8625,30.7754,28.3386,28.4881,27.929,5,19,7,24,12,109,299,4.587155963,1.672240803,0.1476,0.561,0.2067,0.7086,0.3543,3.2182,8.8279,8.93,33.93,42.86,21.43,1802,677,586,539,37.5694,32.5194,29.9112
586,CAMMALLERI, MIKE,Calgary,F(LW),173,2466.78,96,111,2.335,2.7,46.38,2.1719,2.3873,47.64,0.1631,0.3126,-1.26,0.3701,0.1351,3,2.3216,2.205,51.29,1151,1177,8.3406,90.5692,98.9098,7.9996,91.7645,0.341,-1.1952,0.617,-0.6706,7.8659,92.2983,2129,2248,51.784,54.678,48.64,0.2325,-1.3762,0.73,2.0511,-2.9762,2.33,55.3184,53.5615,50.81,4.5092,95.0623,99.5715,4.213,95.7412,0.2961,-0.6789,0.5582,-0.4893,4.1968,95.8832,29.8333,33.5664,30.9192,30.6861,28.7358,32.4419,32.0047,30.192,44,30,21,74,65,316,549,13.92405063,8.014571949,1.0702,0.7297,0.5108,1.7999,1.581,7.6861,13.3534,45.83,31.25,77.08,67.71,2424,865,819,740,35.6848,33.7871,30.5281
587,SCHEIFELE, MARK,Winnipeg,F(C),74,964.167,41,37,2.551,2.303,52.56,2.3077,2.5051,47.95,0.2437,-0.2026,4.61,0.3997,-0.4778,8.94,2.307,2.2444,50.69,467,480,8.7794,92.2917,101.0711,7.7898,91.4059,0.9897,0.8857,1.6308,1.6034,7.9448,92.2063,875,924,54.451,57.5,48.64,-1.5176,2.3684,-1.74,-2.1456,1.8949,-1.8,54.275,53.889,50.18,4.6857,95.9957,100.6814,4.1232,95.4563,0.5625,0.5394,0.8839,0.9957,4.2506,95.8352,27.9798,31.5385,24.3421,27.2077,28.6601,25.1762,23.1975,24.577,10,14,6,24,16,88,161,11.36363636,6.211180124,0.6223,0.8712,0.3734,1.4935,0.9957,5.4762,10.019,24.39,34.15,58.54,39.02,777,305,222,250,39.2535,28.5714,32.175
588,GALCHENYUK, ALEX,Montreal,F(C),113,1303.78,55,55,2.531,2.531,50,2.1819,2.196,49.84,0.3492,0.3351,0.16,0.1979,0.507,-3.55,2.2285,2.2603,49.65,644,665,8.5404,91.7293,100.2697,7.803,92.3739,0.7373,-0.6445,0.3339,-0.9767,7.7057,92.2509,1238,1308,56.973,60.194,48.63,3.1245,4.4058,-0.49,2.4754,4.9242,-1.02,54.2276,54.2499,49.99,4.4426,95.7951,100.2377,4.052,96.0637,0.3907,-0.2686,0.1614,-0.5426,4.1096,95.8335,25.136,26.699,29.5699,25.9811,26.7758,27.5457,21.9048,23.7237,17,26,20,43,37,148,264,11.48648649,6.439393939,0.7823,1.1965,0.9204,1.9789,1.7027,6.8109,12.1493,30.91,47.27,78.18,67.27,1264,474,368,422,37.5,29.1139,33.3861
589,KOSTKA, MICHAEL,Tampa Bay,D,63,972.117,39,32,2.407,1.975,54.93,2.4916,2.3993,50.94,-0.0845,-0.4242,3.99,-0.3241,-0.6967,4.38,2.2355,2.3091,49.19,440,486,8.8636,93.4156,102.2792,8.7774,92.1251,0.0862,1.2906,-0.7598,2.4246,7.7178,92.207,866,915,53.45,56.475,48.62,0.0427,-1.7724,0.79,-0.5202,-2.4833,0.83,54.5523,55.1747,49.72,4.5035,96.5027,101.0062,4.6652,95.8809,-0.1617,0.6218,-0.557,1.0345,4.0979,95.815,32.4773,29.771,26.2295,32.2653,31.5408,30.6024,31.3641,31.2614,3,10,6,13,9,77,163,3.896103896,1.840490798,0.1852,0.6172,0.3703,0.8024,0.5555,4.7525,10.0605,7.69,25.64,33.33,23.08,888,342,292,254,38.5135,32.8829,28.6036
590,GERBE, NATHAN,Carolina,F(C),185,2338.52,70,77,1.796,1.976,47.62,2.0914,2.3588,47,-0.2954,-0.3832,0.62,-0.4792,-0.3733,-1.58,2.347,2.2914,50.6,1142,1198,6.1296,93.5726,99.7022,7.3691,92.3207,-1.2395,1.252,-1.7693,1.0792,7.9753,92.0793,2083,2202,53.444,56.497,48.61,-0.004,-0.4026,0.18,-0.5534,-0.9729,0.17,55.1782,53.9901,50.54,3.3605,96.5032,99.8637,3.913,95.8544,-0.5525,0.6488,-0.853,0.5904,4.2535,95.7559,26.4175,22.082,23.1928,26.2177,26.087,23.4224,27.2553,28.4113,19,32,20,51,39,366,598,5.191256831,3.177257525,0.4875,0.821,0.5131,1.3085,1.0006,9.3906,15.3431,27.14,45.71,72.86,55.71,2203,862,710,631,39.1285,32.2288,28.6428
591,WARD, JOEL,Washington,F(RW),194,2272.32,96,75,2.535,1.98,56.14,2.0736,2.3143,47.26,0.4613,-0.334,8.88,0.5117,-0.3527,9.7,2.2958,2.3037,49.91,1056,1099,9.0909,93.1756,102.2665,7.4834,92.4176,1.6075,0.758,1.6306,0.8094,7.8916,92.0771,1940,2052,51.225,54.183,48.6,-2.146,-2.6746,0.18,-1.8077,-2.2166,0.14,54.4807,54.2998,50.08,4.9485,96.345,101.2935,3.8853,95.9296,1.0632,0.4155,1.1335,0.4818,4.214,95.7575,24.588,29.003,21.6763,23.9506,23.8521,21.3415,25.4658,27.142,25,40,16,65,41,222,382,11.26126126,6.544502618,0.6601,1.0562,0.4225,1.7163,1.0826,5.8619,10.0866,26.04,41.67,67.71,42.71,2125,868,697,560,40.8471,32.8,26.3529
592,BRODIN, JONAS,Minnesota,D,124,2325.18,67,71,1.729,1.832,48.55,2.1362,2.1342,50.02,-0.4073,-0.3021,-1.47,-0.4848,-0.265,-2.8,2.3456,2.2513,51.03,978,1027,6.8507,93.0867,99.9374,7.7722,92.4459,-0.9215,0.6408,-1.5036,0.9913,7.988,92.1683,1803,1908,46.525,49.235,48.59,-4.2289,-4.776,0.14,-3.5234,-2.2953,-0.69,55.0312,53.8052,50.56,3.716,96.2788,99.9948,4.209,96.0486,-0.4929,0.2302,-0.707,0.3486,4.2623,95.8159,39.2101,33.5,36.0406,37.4844,38.1295,41.9524,41.7657,40.0607,5,11,1,16,6,92,220,5.434782609,2.272727273,0.129,0.2838,0.0258,0.4129,0.1548,2.374,5.677,7.46,16.42,23.88,8.96,2252,792,738,722,35.1687,32.7709,32.0604
593,DALEY, TREVOR,Dallas,D,190,3045.6,130,122,2.561,2.403,51.59,2.3042,2.2564,50.52,0.2569,0.1471,1.06,0.3447,0.1058,2.49,2.2705,2.216,50.61,1449,1548,8.9717,92.1189,101.0906,7.9952,92.0847,0.9765,0.0342,1.2054,0.1104,7.8221,92.249,2813,2977,55.418,58.649,48.58,-0.1794,4.5085,-2.08,-0.0427,3.8796,-1.73,54.168,53.5811,50.27,4.6214,95.9019,100.5233,4.1444,95.8323,0.477,0.0696,0.6251,0.0972,4.1916,95.8642,34.04,37.3563,35.0575,34.0227,35.593,34.3306,34.8191,35.7439,11,30,16,41,27,219,501,5.02283105,2.195608782,0.2167,0.591,0.3152,0.8077,0.5319,4.3144,9.87,8.46,23.08,31.54,20.77,2970,1122,953,895,37.7778,32.0875,30.1347
594,BALLARD, KEITH,Minnesota,D,128,1669.65,47,59,1.689,2.12,44.34,2.1067,2.1119,49.94,-0.4178,0.0083,-5.6,-0.6981,0.0403,-9.1,2.1487,2.2138,49.25,744,797,6.3172,92.5972,98.9144,7.6968,92.7419,-1.3796,-0.1447,-2.2585,-0.0845,7.5674,92.2485,1386,1467,49.807,52.718,48.58,-2.2105,-0.7843,-0.72,-4.3131,2.5901,-3.33,53.1602,53.9602,49.63,3.3911,95.9782,99.3693,4.0501,96.0526,-0.659,-0.0744,-1.0196,0.1274,4.0419,95.8974,27.9773,21.5596,28.3654,26.3348,29.0036,21.0999,25.8395,24.165,3,11,3,14,6,87,215,3.448275862,1.395348837,0.1078,0.3953,0.1078,0.5031,0.2156,3.1264,7.7262,6.38,23.4,29.79,12.77,1322,492,454,376,37.2163,34.3419,28.4418
595,SETOGUCHI, DEVIN,Winnipeg,F(RW),192,2484.42,81,99,1.956,2.391,45,2.1247,2.3551,47.43,-0.1685,0.0358,-2.43,-0.0373,0.0408,-0.89,2.2705,2.231,50.44,1197,1249,6.7669,92.0737,98.8406,7.663,91.88,-0.8961,0.1937,-0.6304,0.2272,7.8231,92.2216,2203,2333,53.204,56.343,48.57,1.2568,0.7408,0.27,2.6632,0.49,1.06,54.3103,53.6827,50.29,3.6768,95.7565,99.4333,4.0901,95.7644,-0.4133,-0.0079,-0.2675,-0.0359,4.1805,95.8441,27.4646,27.0903,27.809,28.4994,27.6389,30.3115,28.7427,27.7634,23,34,20,57,43,301,528,7.641196013,4.356060606,0.5555,0.8211,0.483,1.3766,1.0385,7.2693,12.7515,28.4,41.98,70.37,53.09,2409,859,791,759,35.6579,32.8352,31.5068
596,OVECHKIN, ALEX,Washington,F(LW),204,3053.62,118,142,2.319,2.79,45.38,2.2549,2.1404,51.3,0.0637,0.6497,-5.92,0.2069,0.7501,-5.48,2.2435,2.2698,49.71,1479,1682,7.9784,91.5577,99.5361,8.3038,92.7262,-0.3254,-1.1686,0.0589,-1.4485,7.7566,92.1621,2913,3087,57.237,60.656,48.55,5.6465,5.7196,0.12,6.5847,6.5409,0.2,54.196,54.3493,49.93,4.0508,95.4001,99.4509,4.3707,96.1038,-0.3199,-0.7037,-0.1181,-0.8301,4.1395,95.8236,31.2892,33.3333,38.3784,33.9748,33.7931,36.5062,28.2542,27.4365,53,37,25,90,78,564,1141,9.397163121,4.645048203,1.0414,0.727,0.4912,1.7684,1.5326,11.0819,22.4193,44.92,31.36,76.27,66.1,2780,929,827,1024,33.4173,29.7482,36.8345
597,GUSTAFSSON, ERIK,Philadelphia,D,88,1370.92,64,50,2.801,2.188,56.14,2.402,2.4277,49.73,0.3991,-0.2394,6.41,0.259,-0.2211,4.8,2.1778,2.2329,49.38,658,705,9.7264,92.9078,102.6342,8.2146,91.7874,1.5118,1.1204,1.0603,1.3313,7.616,92.276,1260,1336,55.146,58.472,48.54,-0.2243,2.4203,-1.16,0.6584,2.5037,-0.79,53.6456,54.3046,49.69,5.0794,96.2575,101.3369,4.338,95.6688,0.7413,0.5887,0.4141,0.5624,4.0596,95.8882,33.5572,35.7542,31.4465,33.8255,34.5398,30.0847,30.3616,31.8578,5,10,5,15,10,69,171,7.246376812,2.923976608,0.2188,0.4377,0.2188,0.6565,0.4377,3.0199,7.484,7.81,15.63,23.44,15.63,1191,475,361,355,39.8825,30.3107,29.8069
598,HAMONIC, TRAVIS,NY Islanders,D,190,3507.83,131,142,2.241,2.429,47.99,2.1243,2.5929,45.03,0.1164,-0.164,2.95,0.1623,-0.1954,3.79,2.3352,2.2771,50.63,1693,1667,7.7377,91.4817,99.2194,7.3988,91.1404,0.339,0.3413,0.6764,0.7238,7.983,92.1648,3175,3367,54.307,57.591,48.53,0.9368,0.8703,0.05,0.2681,1.6942,-0.62,54.7458,54.1515,50.27,4.126,95.7826,99.9086,3.9803,95.4287,0.1457,0.3539,0.2798,0.4774,4.2656,95.7949,38.0306,39.8176,36.2245,38.1473,38.7368,38.1262,40.9752,40.4876,4,32,10,36,14,265,620,1.509433962,0.64516129,0.0684,0.5473,0.171,0.6158,0.2395,4.5327,10.6048,3.05,24.43,27.48,10.69,3301,1262,1042,997,38.2308,31.5662,30.203
599,LATTA, MICHAEL,Washington,F(C),17,111.617,4,3,2.15,1.613,57.14,2.0349,2.025,50.12,0.1153,-0.4124,7.02,-0.243,-0.7805,7.14,2.0958,2.2843,47.85,44,54,9.0909,94.4444,103.5353,8.0074,93.3009,1.0835,1.1435,0.8842,1.9653,7.5408,92.0974,82,87,44.079,46.767,48.52,-4.4165,-9.1665,2.08,-11.9393,-9.7833,-1.24,52.0458,54.5447,48.83,4.878,96.5517,101.4297,4.196,96.3796,0.682,0.1721,0.6059,0.7837,4.0267,95.8121,14.155,12.9032,10,11.4846,12,11.8081,14.5374,15.1724,1,3,3,4,4,5,11,20,9.090909091,0.5376,1.6127,1.6127,2.1502,2.1502,2.6878,5.9131,25,75,100,100,109,44,33,32,40.367,30.2752,29.3578
600,ST._LOUIS, MARTIN,NY Rangers,F(RW),206,3376.03,175,147,3.11,2.613,54.35,2.3355,2.346,49.89,0.7746,0.2665,4.46,0.8832,0.3669,4.56,2.2529,2.2555,49.97,1599,1695,10.9443,91.3274,102.2717,8.0798,91.8468,2.8646,-0.5194,3.0721,-0.7683,7.7142,92.2627,3012,3198,53.53,56.836,48.5,0.065,2.8209,-1.24,1.5546,2.7824,-0.52,54.7958,54.4957,50.14,5.8101,95.4034,101.2135,4.3683,95.6567,1.4417,-0.2533,1.5254,-0.4422,4.1114,95.8612,34.396,42.2705,37.8866,35.064,35.5373,39.4224,30.9638,34.0966,49,76,44,125,93,367,647,13.35149864,7.573415765,0.8708,1.3507,0.782,2.2215,1.6528,6.5224,11.4987,28,43.43,71.43,53.14,3234,1236,906,1092,38.2189,28.0148,33.7662
601,MCDONALD, COLIN,NY Islanders,F(RW),120,1343.88,45,68,2.009,3.036,39.82,2.0525,2.2654,47.54,-0.0434,0.7706,-7.71,-0.2998,0.619,-9.03,2.1977,2.2464,49.45,647,645,6.9552,89.4574,96.4126,7.0754,91.9519,-0.1202,-2.4945,-0.7095,-2.0632,7.6481,92.2401,1183,1257,52.817,56.121,48.48,-1.0888,0.6779,-0.81,-3.8931,0.383,-1.95,53.8833,54.0379,49.93,3.8039,94.5903,98.3942,3.8077,95.914,-0.0038,-1.3237,-0.2675,-1.0735,4.0787,95.8428,23.2203,20.8333,27.5304,21.9766,23.3426,19.8113,25.122,24.6479,13,18,11,31,24,178,288,7.303370787,4.513888889,0.5804,0.8036,0.4911,1.384,1.0715,7.9471,12.8583,28.89,40,68.89,53.33,1238,490,412,336,39.58,33.2795,27.1405
602,STAJAN, MATT,Calgary,F(C),167,2243.5,87,100,2.327,2.674,46.52,2.0875,2.4603,45.9,0.2392,0.2141,0.62,0.3331,0.037,3.47,2.2645,2.2165,50.54,1023,1066,8.5044,90.6191,99.1235,7.6351,91.5802,0.8693,-0.961,0.975,-0.4119,7.7914,92.2984,1927,2050,51.536,54.825,48.45,0.1071,-1.128,0.56,1.0406,-2.2946,1.53,54.3948,53.9085,50.22,4.5148,95.1219,99.6367,4.0591,95.6029,0.4557,-0.4809,0.5666,-0.2607,4.163,95.8885,27.9672,31.1828,28.2486,28.38,27.1487,25.2369,31.4954,27.5259,20,40,27,60,47,165,287,12.12121212,6.968641115,0.5349,1.0698,0.7221,1.6046,1.257,4.4127,7.6755,22.99,45.98,68.97,54.02,2151,771,794,586,35.8438,36.9131,27.2431
603,SALVADOR, BRYCE,New Jersey,D,161,2634.05,69,84,1.572,1.913,45.1,2.036,2.2101,47.95,-0.4643,-0.2967,-2.85,-0.5175,-0.342,-2.99,2.3119,2.3068,50.06,1066,1186,6.4728,92.9174,99.3902,7.4418,90.971,-0.969,1.9463,-1.1628,2.2954,7.929,92.1246,1937,2061,44.122,46.947,48.45,-6.217,3.4325,-5.19,-5.5568,4.7344,-5.61,54.7255,55.155,49.8,3.5622,95.9243,99.4865,4.0445,94.9209,-0.4823,1.0034,-0.6433,1.2674,4.2246,95.8176,34.2596,28.1633,30.6569,31.64,36.6922,31.177,34.502,34.4981,1,12,9,13,10,97,253,1.030927835,0.395256917,0.0228,0.2733,0.205,0.2961,0.2278,2.2095,5.763,1.45,17.39,18.84,14.49,2248,928,679,641,41.2811,30.2046,28.5142
604,SMITH, CRAIG,Nashville,F(C),195,2403.92,92,90,2.296,2.246,50.55,2.1957,2.3599,48.2,0.1006,-0.1135,2.35,0.2162,-0.1649,4.24,2.254,2.199,50.62,1142,1166,8.056,92.2813,100.3373,8.085,91.8375,-0.029,0.4438,0.241,0.6342,7.7854,92.3076,2045,2177,51.042,54.336,48.44,1.8073,-0.46,1.11,2.8008,-0.374,1.58,54.2918,53.4908,50.37,4.4988,95.8659,100.3647,4.4597,95.6934,0.0391,0.1725,0.1869,0.2731,4.1516,95.8889,25.382,27.2997,24.0642,26.4656,25.2523,25.9804,22.6225,24.3726,24,42,27,66,51,366,648,6.557377049,3.703703704,0.599,1.0483,0.6739,1.6473,1.2729,9.1351,16.1736,26.09,45.65,71.74,55.43,2163,777,697,689,35.9223,32.2238,31.8539
