Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%
32,LIDSTROM, NICKLAS,Detroit,D,70,1201.6,58,34,2.896,1.698,63.04,2.4983,2.0552,54.87,0.3978,-0.3574,8.18,0.2379,-0.2173,4.92,2.3183,2.2346,50.92,713,546,8.1346,93.7729,101.9075,8.591,92.37,-0.4564,1.4029,-0.606,1.0953,7.9099,92.2303,1242,939,62.017,46.887,56.95,8.3291,-0.8829,4.03,7.9379,-0.0748,3.42,54.7529,53.803,50.44,4.6699,96.3791,101.049,4.6534,95.6978,0.0165,0.6813,-0.2455,0.457,4.2341,95.8468,36.404,38.4106,33.6634,39.6299,36.3672,40.3697,41.1141,40.6966,6,8,3,14,9,88,177,6.818181818,3.389830508,0.2996,0.3995,0.1498,0.6991,0.4494,4.3941,8.8382,10.34,13.79,24.14,15.52,1169,444,310,415,37.9812,26.5184,35.5004
33,ZAJAC, TRAVIS,New Jersey,F(C),143,2058.43,71,69,2.07,2.011,50.71,2.0195,2.1652,48.26,0.05,-0.154,2.45,0.2434,-0.0164,3.33,2.3498,2.2937,50.61,993,823,7.1501,91.616,98.7661,7.6137,91.501,-0.4636,0.1151,-0.0282,0.1844,7.9468,92.1656,1832,1385,53.4,40.371,56.95,4.2011,-4.9114,4.87,5.6568,-1.7432,3.82,55.4074,54.9097,50.23,3.8755,95.0181,98.8936,4.1048,95.2184,-0.2293,-0.2004,0.0507,-0.1674,4.241,95.8229,30.1704,32.8704,30,32.5805,29.2874,35.4771,34.4023,29.5464,20,27,17,47,37,200,346,10,5.780346821,0.583,0.787,0.4955,1.37,1.0785,5.8297,10.0853,28.17,38.03,66.2,52.11,1986,723,590,673,36.4048,29.708,33.8872
34,TENNYSON, MATT,San Jose,D,4,61.3667,5,3,4.889,2.933,62.5,2.2026,2.0008,52.4,2.6861,0.9324,10.1,4.0294,2.0739,12.5,1.9609,2.3645,45.33,46,31,10.8696,90.3226,101.1922,7.1467,92.7559,3.7229,-2.4333,7.971,-6.106,7.2277,91.7772,82,62,80.174,60.619,56.94,21.4188,6.6872,4.8,23.8903,4.7653,6.75,51.6306,54.7726,48.52,6.0976,95.1613,101.2589,3.7487,96.2902,2.3488,-1.1289,4.5708,-3.3002,3.798,95.683,30.5281,71.4286,60,38.4977,32.2917,31.8841,27.9412,28.5714,0,2,1,2,1,8,17,0,0,0,1.9555,0.9777,1.9555,0.9777,7.8218,16.6214,0,40,40,20,59,18,19,22,30.5085,32.2034,37.2881
35,KING, DWIGHT,Los Angeles,F(LW),151,1910.25,68,56,2.136,1.759,54.84,1.9927,1.8519,51.83,0.1431,-0.093,3.01,0.0115,-0.0306,0.56,2.2939,2.248,50.51,1019,748,6.6732,92.5134,99.1866,6.6794,92.963,-0.0062,-0.4497,-0.3044,-0.2907,7.8917,92.1746,1915,1449,60.149,45.512,56.93,1.7548,-2.6495,2.12,0.424,0.1845,0.07,54.3731,53.9628,50.19,3.5509,96.1353,99.6862,3.4125,96.1548,0.1384,-0.0195,-0.006,0.0833,4.2187,95.8343,26.8782,26.9841,26.5403,27.0175,26.9581,26.6055,28.654,29.0252,20,25,10,45,30,198,331,10.1010101,6.042296073,0.6282,0.7852,0.3141,1.4134,0.9423,6.2191,10.3965,29.41,36.76,66.18,44.12,1821,667,545,609,36.6282,29.9286,33.4432
36,SANGUINETTI, BOBBY,Carolina,D,40,491.817,18,24,2.196,2.928,42.86,2.1018,2.4855,45.82,0.0942,0.4424,-2.96,-0.025,0.1517,-1.59,2.1752,2.2451,49.21,292,231,6.1644,89.6104,95.7748,7.134,91.9995,-0.9696,-2.3891,-0.8722,-1.8031,7.6785,92.2547,558,427,68.074,52.093,56.65,11.5941,-5.8785,7.3,7.7659,-8.899,6.93,53.1077,54.5212,49.34,3.2258,94.3794,97.6052,3.7213,95.7125,-0.4955,-1.3331,-0.4569,-1.0688,4.0958,95.8822,25.9315,25.7143,26.9663,28.3249,23.0189,27.8816,20.0723,22.0741,2,2,1,4,3,45,87,4.444444444,2.298850575,0.244,0.244,0.122,0.488,0.366,5.4899,10.6137,11.11,11.11,22.22,16.67,439,149,111,179,33.9408,25.2847,40.7745
37,BOUCHER, REID,New Jersey,F(C),23,236.45,9,7,2.284,1.776,56.25,1.9296,2.0141,48.93,0.3542,-0.2379,7.32,0.11,-0.4654,7.02,2.2936,2.2167,50.85,95,105,9.4737,93.3333,102.807,7.1641,91.827,2.3096,1.5064,1.5332,2.1099,7.8939,92.3099,209,160,53.034,40.601,56.64,3.0554,-2.7958,3.11,2.4269,-3.282,3.08,53.943,54.02,49.96,4.3062,95.625,99.9312,3.8608,95.3587,0.4454,0.2663,0.0109,0.7334,4.2518,95.8965,21.1169,21.9512,17.5,21.9078,19.8511,22.7425,13.9932,18.3246,2,5,4,7,6,27,52,7.407407407,3.846153846,0.5075,1.2688,1.015,1.7763,1.5225,6.8513,13.1952,22.22,55.56,77.78,66.67,179,70,41,68,39.1061,22.905,37.9888
38,SEGUIN, TYLER,Dallas,F(C),209,2945.33,174,98,3.545,1.996,63.97,2.4648,2.1433,53.49,1.0797,-0.147,10.48,1.3221,-0.2431,14.16,2.2949,2.2676,50.3,1747,1373,9.9599,92.8623,102.8222,7.9866,92.4727,1.9733,0.3896,2.4269,0.6248,7.8746,92.1822,3240,2482,66.003,50.561,56.62,7.2683,-2.1853,3.94,9.3111,-3.6448,5.5,54.6498,54.3588,50.13,5.3704,96.0516,101.422,4.1966,95.9365,1.1738,0.115,1.45,0.183,4.1994,95.8284,29.3994,39.9083,27.0718,32.6514,27.9757,32.5635,27.254,30.6898,56,69,42,125,98,519,885,10.78998073,6.327683616,1.1408,1.4056,0.8556,2.5464,1.9964,10.5727,18.0285,32.18,39.66,71.84,56.32,2878,1099,792,987,38.1862,27.5191,34.2946
39,HARROLD, PETER,New Jersey,D,67,991.233,23,31,1.392,1.876,42.59,1.9687,2.1056,48.32,-0.5765,-0.2292,-5.73,-0.5869,0.0043,-8.8,2.2284,2.2948,49.27,441,364,5.2154,91.4835,96.6989,7.3762,91.6116,-2.1608,-0.1281,-2.0968,-0.0929,7.6748,92.2088,827,635,50.059,38.437,56.57,0.7681,-5.9951,3.97,-0.5953,-3.6589,1.95,54.489,55.2984,49.63,2.7811,95.1181,97.8992,3.994,95.2611,-1.2129,-0.1429,-1.1259,-0.4346,4.0897,95.8501,30.6439,23.7113,30.6931,30.3932,28.746,30.131,27.4839,28.2403,0,6,2,6,2,59,125,0,0,0,0.3632,0.1211,0.3632,0.1211,3.5713,7.5663,0,26.09,26.09,8.7,818,329,213,276,40.22,26.0391,33.7408
40,THORNTON, JOE,San Jose,F(C),212,2993.28,144,95,2.886,1.904,60.25,2.0592,2.047,50.15,0.8273,-0.1427,10.1,0.9361,-0.1706,11.8,2.3183,2.2223,51.06,1701,1305,8.4656,92.7203,101.1859,6.5898,92.8952,1.8758,-0.1749,2.1194,0.0711,7.9381,92.2397,3319,2565,66.529,51.415,56.41,8.4291,-5.3363,5.82,8.9884,-4.5818,5.73,54.6395,53.4711,50.54,4.3387,96.2963,100.635,3.5442,96.3931,0.7945,-0.0968,0.9491,0.0016,4.2429,95.844,29.281,37.9947,27.5362,32.3742,27.5451,32.4883,34.9573,29.0314,24,85,52,109,76,246,408,9.756097561,5.882352941,0.4811,1.7038,1.0423,2.1849,1.5234,4.931,8.1783,16.67,59.03,75.69,52.78,3180,1037,1105,1038,32.6101,34.7484,32.6415
41,CHARA, ZDENO,Boston,D,204,3709.1,170,111,2.75,1.796,60.5,2.7657,2.0411,57.54,-0.0157,-0.2455,2.96,0.19,-0.2117,4.45,2.4091,2.3284,50.85,2083,1681,8.1613,93.3968,101.5581,8.765,92.8772,-0.6037,0.5195,-0.1773,0.4448,8.164,92.0729,3888,3005,62.894,48.61,56.41,3.4423,-3.6394,3.18,4.6352,-3.0256,3.39,55.36,54.857,50.23,4.3724,96.3062,100.6786,4.6519,96.0935,-0.2795,0.2126,-0.0217,0.1935,4.3517,95.7555,37.4783,39.1705,34.9057,39.2886,36.0744,35.4943,43.7276,39.7747,15,46,25,61,40,341,710,4.398826979,2.112676056,0.2426,0.7441,0.4044,0.9868,0.6471,5.5162,11.4853,8.82,27.06,35.88,23.53,3692,1377,1220,1095,37.2969,33.0444,29.6587
42,SHARP, PATRICK,Chicago,F(RW),184,2672.33,149,101,3.345,2.268,59.6,2.4655,2.2365,52.44,0.8799,0.0312,7.16,1.0376,0.0475,8.63,2.2507,2.1934,50.64,1574,1205,9.4663,91.6183,101.0846,8.079,91.6835,1.3874,-0.0652,1.7915,0.0068,7.7851,92.3282,2778,2156,62.372,48.407,56.3,6.9535,-0.4564,3.16,7.6187,-0.3873,3.43,54.2189,53.7149,50.23,5.3636,95.3154,100.679,4.4488,95.423,0.9147,-0.1076,1.1487,-0.1346,4.1511,95.9166,30.2502,38.601,30.6991,33.0675,30.0823,35.7582,24.6288,30.3859,49,55,32,104,81,488,835,10.04098361,5.868263473,1.1002,1.2349,0.7185,2.335,1.8186,10.9567,18.7477,32.89,36.91,69.8,54.36,2497,945,564,988,37.8454,22.5871,39.5675
43,GREENE, MATT,Los Angeles,D,125,1617.38,47,50,1.744,1.855,48.45,1.9724,1.8134,52.1,-0.2288,0.0415,-3.65,-0.0738,-0.0913,0.16,2.1391,2.2209,49.06,809,647,5.8096,92.272,98.0816,6.6511,92.8969,-0.8415,-0.6249,-0.1444,-0.3527,7.5152,92.2655,1603,1257,59.466,46.631,56.05,1.8322,-1.1479,1.37,-0.8067,-2.4662,0.94,53.1881,54.0497,49.6,2.932,96.0223,98.9543,3.4222,96.2046,-0.4902,-0.1824,-0.0832,-0.0139,4.0218,95.8909,27.8365,27.0115,26.8817,27.5666,26.8131,26.812,28.5988,27.5269,5,15,8,20,13,106,251,4.716981132,1.992031873,0.1855,0.5565,0.2968,0.7419,0.4823,3.9323,9.3113,10.64,31.91,42.55,27.66,1414,512,447,455,36.2093,31.6124,32.1782
44,JANIK, DOUG,Detroit,D,9,123.783,7,5,3.393,2.424,58.33,2.0773,1.8772,52.53,1.3158,0.5464,5.8,1.0782,0.4945,3.79,2.0295,2.0167,50.16,63,47,11.1111,89.3617,100.4728,7.1297,92.9254,3.9814,-3.5637,2.4155,-2.7018,7.2371,92.7753,116,91,56.227,44.109,56.04,2.9557,-3.4052,3.18,2.4067,-1.6092,1.97,52.6725,53.2534,49.73,6.0345,94.5055,100.54,3.8994,96.0493,2.1351,-1.5438,1.7334,-1.2751,3.853,96.213,28.4679,36.8421,33.3333,29.3671,27.7439,24.3902,19.6581,23.2558,0,1,1,1,1,6,25,0,0,0,0.4847,0.4847,0.4847,0.4847,2.9083,12.1179,0,14.29,14.29,14.29,83,30,23,30,36.1446,27.7108,36.1446
45,SHEAHAN, RILEY,Detroit,F(C),44,495.267,26,17,3.15,2.059,60.47,2.09,2.0507,50.47,1.0598,0.0088,9.99,1.2817,-0.228,15.51,2.2213,2.1943,50.31,262,225,9.9237,92.4444,102.3681,7.0995,92.2295,2.8242,0.215,3.302,0.5745,7.7116,92.3632,485,381,58.756,46.157,56,5.1711,-0.3308,2.46,8.2024,-0.9275,4.23,53.7749,53.913,49.94,5.3608,95.5381,100.8989,3.9004,95.5887,1.4605,-0.0507,1.6655,0.3964,4.1307,95.9298,23.9371,34.6667,22.0779,26.7808,23.5767,28.7172,20.2268,18.1416,6,11,10,17,16,48,84,12.5,7.142857143,0.7269,1.3326,1.2115,2.0595,1.9383,5.815,10.1763,23.08,42.31,65.38,61.54,427,123,107,197,28.8056,25.0585,46.1358
46,HORTON, NATHAN,Columbus,F(RW),124,1652.23,83,75,3.014,2.724,52.53,2.5741,1.9691,56.66,0.44,0.7545,-4.13,0.45,1.1479,-9.41,2.2737,2.2992,49.72,988,779,8.4008,90.3723,98.7731,8.4651,93.2527,-0.0643,-2.8804,0.0207,-4.3316,7.8003,92.1637,1837,1449,66.71,52.62,55.9,9.589,-0.3464,4.02,10.2572,-0.2947,4.29,54.7162,54.8212,49.95,4.5182,94.824,99.3422,4.5064,96.2824,0.0118,-1.4584,-0.0238,-2.1982,4.1554,95.806,28.2874,31.6794,40.5405,31.793,28.1742,29.3264,22.3261,26.9402,24,32,19,56,43,213,361,11.26760563,6.648199446,0.8715,1.1621,0.69,2.0336,1.5615,7.735,13.1095,28.92,38.55,67.47,51.81,1432,545,382,505,38.0587,26.676,35.2654
47,HOSSA, MARIAN,Chicago,F(RW),193,2651.8,129,88,2.919,1.991,59.45,2.7274,2.3751,53.45,0.1914,-0.384,5.99,0.3694,-0.3142,6.93,2.2857,2.207,50.88,1468,1177,8.7875,92.5234,101.3109,8.5337,91.2331,0.2538,1.2902,0.5225,1.2682,7.8693,92.2885,2653,2094,60.027,47.379,55.89,2.6842,-1.8027,2.06,4.231,-1.0131,2.33,54.439,53.6494,50.37,4.8624,95.7975,100.6599,4.7562,95.1708,0.1062,0.6267,0.2934,0.5612,4.1986,95.8863,28.5483,31.3869,25.656,30.0623,28.1187,32.6949,26.5298,32.7428,41,55,32,96,73,414,733,9.903381643,5.593451569,0.9277,1.2444,0.724,2.1721,1.6517,9.3672,16.585,31.78,42.64,74.42,56.59,2661,1072,633,956,40.2856,23.788,35.9263
48,HAMILTON, DOUGIE,Boston,D,106,1616.37,66,38,2.45,1.411,63.46,2.7227,2.0377,57.19,-0.2727,-0.6271,6.27,-0.2114,-0.488,5.1,2.3052,2.2873,50.19,859,741,7.6834,94.8718,102.5552,8.496,92.8092,-0.8126,2.0626,-0.962,1.7556,7.9306,92.175,1632,1290,60.58,47.885,55.85,0.551,-3.7536,2.1,2.1328,-3.3412,2.56,54.5331,54.6144,49.96,4.0441,97.0543,101.0984,4.5356,96.0539,-0.4915,1.0003,-0.5092,0.7604,4.2271,95.8119,31.3495,29.5964,25.3333,32.126,29.9165,28.6574,28.809,29.485,7,21,10,28,17,149,305,4.697986577,2.295081967,0.2598,0.7795,0.3712,1.0394,0.631,5.5309,11.3217,10.61,31.82,42.42,25.76,1430,521,433,476,36.4336,30.2797,33.2867
49,JURCO, TOMAS,Detroit,F(RW),36,402.683,17,18,2.533,2.682,48.57,2.4653,1.9126,56.31,0.0677,0.7694,-7.74,0.3206,0.1009,2.42,2.2439,2.236,50.09,207,177,8.2126,89.8305,98.0431,8.2274,92.9293,-0.0148,-3.0988,0.7937,-0.8362,7.7403,92.2791,382,302,56.918,44.998,55.85,1.991,-2.3144,2.12,4.3281,-1.5079,2.78,54.1367,54.2609,49.94,4.4503,94.0397,98.49,4.4883,95.9576,-0.038,-1.9179,0.2434,-0.4102,4.145,95.8791,23.6254,26.1538,24.3243,25.0821,23.0359,27.5685,18.3962,20.8981,5,5,2,10,7,61,102,8.196721311,4.901960784,0.745,0.745,0.298,1.49,1.043,9.089,15.198,29.41,29.41,58.82,41.18,360,121,78,161,33.6111,21.6667,44.7222
50,HERTL, TOMAS,San Jose,F(C),37,472.05,26,16,3.305,2.034,61.9,2.3335,2.0653,53.05,0.9712,-0.0317,8.86,0.8892,-0.0567,8.3,2.2772,2.206,50.79,266,209,9.7744,92.3445,102.1189,7.29,92.4985,2.4844,-0.154,2.2382,0.0106,7.8301,92.311,522,415,66.349,52.749,55.71,5.4687,-1.0912,2.64,6.2854,-1.9728,3.38,54.7369,53.3994,50.62,4.9808,96.1446,101.1254,3.833,96.1639,1.1478,-0.0193,0.9592,-0.0354,4.1602,95.8688,26.765,33.3333,26.2295,28.7603,26.0515,29.2727,24.6101,26.9525,10,10,5,20,15,74,129,13.51351351,7.751937985,1.2711,1.2711,0.6355,2.5421,1.9066,9.4058,16.3966,38.46,38.46,76.92,57.69,479,176,142,161,36.7432,29.6451,33.6117
51,LANGENBRUNNER, JAMIE,St. Louis,F(RW),74,900.417,29,25,1.932,1.666,53.7,2.2321,1.8026,55.32,-0.2997,-0.1367,-1.62,-0.22,0.1758,-5.39,2.1678,2.2408,49.17,493,358,5.8824,93.0168,98.8992,7.7561,93.0466,-1.8738,-0.0298,-1.3571,-1.3178,7.5879,92.2362,884,705,58.906,46.978,55.63,4.8606,-3.0726,3.71,3.5345,-2.7402,2.94,53.2751,53.9622,49.68,3.2805,96.4539,99.7344,4.1301,96.3986,-0.8495,0.0554,-0.6067,-0.549,4.0691,95.8475,26.197,24.1667,28.4091,27.4109,25.1158,27.3006,23.9008,28.1726,6,16,8,22,14,122,186,4.918032787,3.225806452,0.3998,1.0662,0.5331,1.466,0.9329,8.1296,12.3943,20.69,55.17,75.86,48.28,812,333,212,267,41.0099,26.1084,32.8818
52,NEAL, JAMES,Pittsburgh,F(LW),179,2454.87,139,104,3.397,2.542,57.2,2.6159,2.1552,54.83,0.7814,0.3867,2.37,1.0326,0.3162,5.69,2.2425,2.2568,49.84,1457,1140,9.5402,90.8772,100.4174,8.8973,92.2214,0.6429,-1.3442,1.154,-1.0274,7.7457,92.1782,2641,2107,64.549,51.498,55.62,10.2579,-1.8818,5.2,11.9881,-1.6796,5.91,54.3155,54.1419,50.08,5.2632,95.0641,100.3273,4.8183,95.9625,0.4448,-0.8984,0.7641,-0.7506,4.1286,95.8317,28.9028,36.87,31.7073,33.2997,28.2478,35.7172,25.1724,27.4348,47,49,27,96,74,454,846,10.35242291,5.555555556,1.1487,1.1976,0.6599,2.3464,1.8087,11.0963,20.6773,33.81,35.25,69.06,53.24,2330,862,584,884,36.9957,25.0644,37.9399
53,JAGR, JAROMIR,New Jersey,F(RW),200,2784.88,127,99,2.736,2.133,56.19,2.2436,2.2415,50.02,0.4926,-0.1086,6.17,0.6902,-0.0775,8.13,2.283,2.2528,50.33,1390,1205,9.1367,91.7842,100.9209,7.8382,91.9096,1.2985,-0.1254,1.6375,-0.084,7.8388,92.2003,2648,2117,57.051,45.611,55.57,3.4271,-5.0621,4.16,5.106,-4.8729,4.86,54.5384,54.1625,50.17,4.7961,95.3236,100.1197,4.1839,95.5764,0.6121,-0.2529,0.8573,-0.2979,4.186,95.8406,29.7729,36.1823,29.0323,31.7696,27.6949,34.8768,27.8941,28.3283,30,62,35,92,65,347,619,8.645533141,4.846526656,0.6463,1.3358,0.7541,1.9821,1.4004,7.4761,13.3363,23.62,48.82,72.44,51.18,2572,932,706,934,36.2364,27.4495,36.3142
54,MONTADOR, STEVE,Chicago,D,52,658.7,27,24,2.459,2.186,52.94,2.353,2.3886,49.62,0.1064,-0.2025,3.32,-0.0242,-0.4282,4.22,1.9848,2.183,47.62,345,286,7.8261,91.6084,99.4345,7.7959,91.5697,0.0302,0.0387,-0.1071,0.8784,7.1897,92.4134,643,514,58.57,46.819,55.57,3.453,-4.1198,3.61,2.95,-3.4737,3.06,51.6885,54.2315,48.8,4.1991,95.3307,99.5298,4.2691,95.3108,-0.07,0.0199,-0.2663,0.5289,3.8398,95.9746,26.4036,26.2136,23.0769,27.42,25.0365,24.647,19.7694,24.5829,2,5,2,7,4,42,88,4.761904762,2.272727273,0.1822,0.4554,0.1822,0.6376,0.3644,3.8257,8.0158,7.41,18.52,25.93,14.81,533,221,120,192,41.4634,22.5141,36.0225
55,LOKTIONOV, ANDREI,Carolina,F(C),135,1551.9,52,52,2.01,2.01,50,1.9534,2.0958,48.24,0.0571,-0.0854,1.76,0.3492,0.064,3.95,2.239,2.2686,49.67,746,630,6.9705,91.746,98.7165,7.0385,92.0555,-0.068,-0.3095,1.0648,-0.52,7.7537,92.2216,1413,1135,54.63,43.882,55.46,1.9439,-4.0563,3.1,1.5931,-1.5677,1.6,54.1453,54.4496,49.86,3.6801,95.4185,99.0986,3.7076,95.6281,-0.0275,-0.2095,0.5478,-0.2989,4.1351,95.8335,24.2804,27.957,24.8804,24.8287,23.6409,24.4035,16.5982,20.6532,14,17,15,31,29,154,289,9.090909091,4.844290657,0.5413,0.6573,0.5799,1.1985,1.1212,5.954,11.1734,26.92,32.69,59.62,55.77,1182,449,283,450,37.9865,23.9425,38.0711
56,DOWELL, JAKE,Minnesota,F(C),55,390.017,9,14,1.385,2.154,39.13,1.9068,2.2818,45.52,-0.5223,-0.128,-6.39,-0.754,-0.5058,-5.44,1.978,2.1685,47.7,198,154,4.5455,90.9091,95.4546,6.9999,91.9024,-2.4544,-0.9933,-2.8269,-0.2325,7.1319,92.3845,381,307,58.613,47.229,55.38,5.1609,-7.5807,6,3.2839,-9.3066,5.92,52.0709,53.7334,49.21,2.3622,95.4397,97.8019,3.5674,95.8369,-1.2052,-0.3971,-1.503,0.1439,3.7988,95.9644,15.1264,10.3448,12.6126,15.8816,12.9591,16.3611,16.3185,11.6686,2,4,3,6,5,42,74,4.761904762,2.702702703,0.3077,0.6154,0.4615,0.923,0.7692,6.4613,11.3841,22.22,44.44,66.67,55.56,341,100,125,116,29.3255,36.6569,34.0176
57,LUCIC, MILAN,Boston,F(LW),207,2965.08,155,107,3.137,2.165,59.16,2.4324,2.1892,52.63,0.7041,-0.024,6.53,0.6305,0.3303,1.43,2.2888,2.2896,49.99,1671,1415,9.2759,92.4382,101.7141,8.0725,92.6592,1.2034,-0.2211,1.1715,-1.044,7.8613,92.1792,3189,2575,64.531,52.106,55.33,7.4306,-2.7818,4.34,6.8251,1.6382,1.98,54.6061,54.684,49.96,4.8605,95.8447,100.7052,4.2599,96.0116,0.6005,-0.1669,0.5178,-0.5196,4.1914,95.8131,29.5676,34.4444,33.1269,31.9475,30.2372,30.2445,24.4741,27.6444,43,68,41,111,84,304,607,14.14473684,7.084019769,0.8701,1.376,0.8297,2.2461,1.6998,6.1516,12.283,27.74,43.87,71.61,54.19,2605,967,698,940,37.1209,26.7946,36.0845
58,KRUG, TOREY,Boston,D,82,1155.2,49,36,2.545,1.87,57.65,2.5221,1.8676,57.46,0.0229,0.0022,0.19,-0.2074,0.2395,-5.15,2.136,2.2288,48.94,638,535,7.6803,93.271,100.9513,8.3807,93.4635,-0.7005,-0.1925,-1.335,-0.8466,7.5356,92.2711,1197,968,62.171,50.277,55.29,5.6221,-1.5451,3.11,5.3659,0.3952,2.04,53.0634,54.0129,49.56,4.0936,96.281,100.3746,4.4601,96.3962,-0.3665,-0.1152,-0.7518,-0.4508,4.0254,95.8737,28.9589,27.3743,31.8584,30.8505,29.1215,36.2199,22.5637,26.9807,6,14,4,20,10,116,258,5.172413793,2.325581395,0.3116,0.7271,0.2078,1.0388,0.5194,6.0249,13.4003,12.24,28.57,40.82,20.41,1116,378,257,481,33.871,23.0287,43.1004
59,ROZSIVAL, MICHAL,Chicago,D,123,1946.03,90,63,2.775,1.942,58.82,2.4148,2.238,51.9,0.3601,-0.2956,6.92,0.1044,-0.143,2.67,2.1439,2.1532,49.89,1010,842,8.9109,92.5178,101.4287,7.9954,92.147,0.9155,0.3708,0.3737,-0.057,7.5186,92.417,1845,1495,56.885,46.094,55.24,1.2156,-6.3412,3.74,-0.4258,-5.4409,2.59,53.4909,53.6301,49.94,4.878,95.7859,100.6639,4.3378,95.7319,0.5403,0.0541,0.2184,-0.1675,4.008,95.9852,32.7324,33.5821,31.1881,32.5684,30.3245,31.8358,27.7813,27.3134,2,29,10,31,12,91,210,2.197802198,0.952380952,0.0617,0.8941,0.3083,0.9558,0.37,2.8057,6.4747,2.22,32.22,34.44,13.33,1555,549,432,574,35.3055,27.7814,36.9132
60,MALKIN, EVGENI,Pittsburgh,F(C),166,2454.85,143,95,3.495,2.322,60.08,2.5235,2.3033,52.28,0.9716,0.0187,7.8,1.1592,0.0414,9.48,2.2578,2.2597,49.98,1452,1108,9.8485,91.426,101.2745,8.556,91.8739,1.2925,-0.448,1.7827,-0.1071,7.8142,92.1687,2595,2103,63.425,51.4,55.24,8.3351,-2.1334,4.52,10.8182,-1.207,5.24,54.1818,54.0988,50.04,5.5106,95.4826,100.9932,4.5807,95.6976,0.9299,-0.2149,1.0704,-0.1823,4.1671,95.823,31.1742,40.3955,31.5615,35.3205,30.6783,38.5789,25.0475,28.0316,50,66,49,116,99,359,592,13.9275766,8.445945946,1.2221,1.6131,1.1976,2.8352,2.4197,8.7745,14.4693,34.97,46.15,81.12,69.23,2228,816,527,885,36.6248,23.6535,39.7217
61,SMITH, BRENDAN,Detroit,D,119,1876.88,67,62,2.142,1.982,51.94,2.336,2.0675,53.05,-0.1941,-0.0855,-1.11,-0.1603,-0.0608,-1.05,2.2523,2.2367,50.17,929,774,7.2121,91.9897,99.2018,7.7828,92.5916,-0.5707,-0.602,-0.6463,-0.7355,7.765,92.2399,1712,1388,54.729,44.371,55.23,0.5573,-4.446,2.63,1.1143,-4.5417,2.93,54.2385,53.9807,50.12,3.9136,95.5331,99.4467,4.3122,95.7648,-0.3986,-0.2317,-0.3804,-0.2905,4.1526,95.8565,33.6496,32.0574,32.9787,34.1104,31.5096,32.6542,30.9621,31.0664,5,26,11,31,16,114,261,4.385964912,1.915708812,0.1598,0.8312,0.3516,0.991,0.5115,3.6443,8.3436,7.46,38.81,46.27,23.88,1621,571,457,593,35.2252,28.1925,36.5824
62,BOYCHUK, JOHNNY,Boston,D,196,3354.55,163,118,2.915,2.111,58.01,2.549,1.881,57.54,0.3664,0.2295,0.47,0.3388,0.3147,-0.92,2.3172,2.3036,50.15,1887,1553,8.6381,92.4018,101.0399,8.2285,93.4293,0.4096,-1.0275,0.3047,-1.2686,7.9428,92.1274,3500,2840,62.602,50.797,55.21,4.1787,-0.7221,2.07,4.3824,-0.0535,1.83,54.7479,54.6654,50.04,4.6571,95.8451,100.5022,4.3631,96.3488,0.2941,-0.5038,0.2313,-0.6233,4.2325,95.7861,35.3036,38.1733,39.0728,36.9783,35.2795,35.9551,36.9914,36.4539,11,27,18,38,29,334,692,3.293413174,1.589595376,0.1967,0.4829,0.322,0.6797,0.5187,5.974,12.3772,6.75,16.56,23.31,17.79,3258,1211,991,1056,37.17,30.4174,32.4125
63,ZETTERBERG, HENRIK,Detroit,F(LW),173,2531.5,132,90,3.129,2.133,59.46,2.3204,1.9766,54,0.8081,0.1565,5.46,0.9476,0.3711,4.15,2.3564,2.2315,51.36,1423,1195,9.2762,92.4686,101.7448,7.9367,92.6431,1.3395,-0.1745,1.8348,-0.945,7.9681,92.2368,2515,2041,59.609,48.374,55.2,5.8132,0.1897,2.45,6.2227,0.4246,2.52,55.4008,53.634,50.81,5.2485,95.5904,100.8389,4.3134,95.8978,0.9351,-0.3074,1.1632,-0.7349,4.2534,95.8394,31.1912,39.403,35.4331,33.605,31.3807,31.0957,31.7961,32.1495,35,60,38,95,73,416,695,8.413461538,5.035971223,0.8295,1.4221,0.9007,2.2516,1.7302,9.8598,16.4724,26.52,45.45,71.97,55.3,2321,860,655,806,37.053,28.2206,34.7264
